WorkerId,SubmitTime,Answer 101,question_number,subject,animacy,number,definiteness,type,full_sentence,response,rt
FHGDOH6Y1N4Z7UJDLK42O870RVYVOR,Fri Oct 03 09:49:53 PDT 2014,"""English""",91,football,inanimate,plural,definite,judgment,The footballs are  great to throw around in the park.,5,7533
U0REVCV3GDB3EX0U4UWXP36G5RJSZ2,Fri Oct 03 09:49:53 PDT 2014,"""English""",92,owl,animate,singular,definite,judgment,The owl can scare away birds,1,6367
2BNRXS5DQPPSQ8KFXUX3OWERH7CJAR,Fri Oct 03 09:49:53 PDT 2014,"""English""",93,zipper,inanimate,singular,indefinite,judgment,A zipper can close a sweater together,5,4424
XR7RNV2QORVGGMLI2W8Z0KGCEUX1LJ,Fri Oct 03 09:50:53 PDT 2014,"""English""",61,boat,inanimate,singular,definite,judgment,"The boat rammed the barge full of lawyers, and sank it.",1,3428
UV8Q85048NCFVK6K70N667VH8CFBKV,Fri Oct 03 09:50:53 PDT 2014,"""English""",60,turtle,animate,singular,indefinite,judgment,A turtle has quicker wits than a lawyer.,5,4591
KSVU3PXX7D20HCM6GJYOEYCOM6R9FW,Fri Oct 03 09:50:53 PDT 2014,"""English""",63,light bulb,inanimate,singular,indefinite,judgment,"A light bulb came on, over her head.",2,7060
O3EZ1UL7R3LA23GI6P5WR7Q0HKLYN4,Fri Oct 03 09:50:53 PDT 2014,"""English""",62,knife,inanimate,plural,definite,judgment,The knives were buried in the bodies of the dead lawyers.,1,3540
A312XAORG3S2VSU4Y888ZNXBDQ6E3V,Fri Oct 03 09:50:53 PDT 2014,"""English""",65,bear,animate,plural,definite,judgment,The bears mauled the group of lawyers on the nature tour.,1,4370
I2L282T98RHHW2I0OAVIRVTYXTXFDD,Fri Oct 03 09:50:53 PDT 2014,"""English""",64,panda,animate,plural,indefinite,judgment,Pandas are actually quite violent.,5,5015
PEVHKYK875LR4UWBU36ZVZQ8DJZGA0,Fri Oct 03 09:50:53 PDT 2014,"""English""",67,car,inanimate,plural,indefinite,judgment,Cars were made for teenagers.,5,5794
ZSZ41DBLJARE74HYPVAP7S4WDQDJUA,Fri Oct 03 09:50:53 PDT 2014,"""English""",66,penguin,animate,singular,definite,judgment,The penguin fell from the glacier.,1,2977
6T666ZV3BBJ6W5SMNCK8FVYP8TUN8K,Fri Oct 03 09:50:53 PDT 2014,"""English""",69,kite,inanimate,plural,indefinite,judgment,Kites are a great way to play in the wind.,5,4002
MMDHSEH7XCR522FXSZU17RHUFTXJCB,Fri Oct 03 09:50:53 PDT 2014,"""English""",68,butterfly,animate,singular,indefinite,judgment,A butterfly landed on my nose.,1,3849
IWDLGAASP5WU437O22T59RXG09LYJH,Fri Oct 03 09:50:53 PDT 2014,"""English""",72,marble,inanimate,singular,definite,judgment,The marble was bigger than the lawyer's brain.,1,3751
R5FO35D8DEQX3N3TU8N8SQ9EA0JE6V,Fri Oct 03 09:50:53 PDT 2014,"""English""",73,fence,inanimate,plural,definite,judgment,The fences didn't stop the thief.,1,3001
D20FBYJM9MRK3SF98JBEL5YRTRGECY,Fri Oct 03 09:50:53 PDT 2014,"""English""",70,football,inanimate,singular,indefinite,judgment,A football smashed into the lawyer's head.,1,2931
WVOZLXR6LLH24EGI9MU0CVENL2EPHM,Fri Oct 03 09:50:53 PDT 2014,"""English""",71,gorilla,animate,plural,definite,judgment,The gorillas ate all forty-seven lawyers on the jungle tour.,1,10260
6ES90H8KXVR5OU49EX0MAA2S6ETQIV,Fri Oct 03 09:50:53 PDT 2014,"""English""",76,clock,inanimate,plural,indefinite,judgment,Clocks are often wrong.,5,3940
T0I9DUUQ6GJ7QRQ2WOEDK5DK8YRX2P,Fri Oct 03 09:50:53 PDT 2014,"""English""",77,cheetah,animate,plural,definite,judgment,The cheetahs ate the greedy lawyers.,1,3257
G4UNZW9LNXBFUQHW606VNLVJM2GD76,Fri Oct 03 09:50:53 PDT 2014,"""English""",74,cat,animate,singular,indefinite,judgment,"A cat scratched seventeen lawyers yesterday, and the judge ruled it a legal attack.",1,3089
RGAZKD99XGBPCFQTTSX9QTKZS1B6LE,Fri Oct 03 09:50:53 PDT 2014,"""English""",75,tire,inanimate,singular,definite,judgment,"The tire off the mammoth construction machine came loose, and crushed the Mercedes carrying the lawyers to trial.",1,8234
V5P7PGAPOPPLLBMBEU1UB3WPSB6T7V,Fri Oct 03 09:50:53 PDT 2014,"""English""",78,lion,animate,singular,definite,judgment,The lion devoured the sacrificial lawyer.,1,3053
XJMXU5FG1440MEFAVIFVRKQ9TZ4ED8,Fri Oct 03 09:50:53 PDT 2014,"""English""",79,television,inanimate,plural,indefinite,judgment,Televisions are a waste of time.,5,3016
A2LB3GIADQ5STA1BP1994H2ELY2FZS,Fri Oct 03 09:50:53 PDT 2014,"""English""",47,computer,inanimate,plural,definite,target,The computers were able to beat the lawyers at chess.,were able to beat the lawyers at chess.,15695
IBMGFREMRXP788RW4X892IAUIAL1G5,Fri Oct 03 09:50:53 PDT 2014,"""English""",46,squirrel,animate,plural,indefinite,target,Squirrels have more nuts than lawyers.,have more nuts than lawyers.,10833
Q4Q820B3Y0K34SDTOX9JUSFYJVKY6J,Fri Oct 03 09:50:53 PDT 2014,"""English""",45,tire,inanimate,singular,definite,target,"The tire off the mammoth construction machine came loose, and crushed the Mercedes carrying the lawyers to trial.","off the mammoth construction machine came loose, and crushed the Mercedes carrying the lawyers to trial.",28753
OJSHM3CO6X6M2FVE4P6PHVNZR35RE9,Fri Oct 03 09:50:53 PDT 2014,"""English""",44,shirt,inanimate,plural,indefinite,target,Shirts are always wrinkled when you need them.,are always wrinkled when you need them.,14369
HUOES5GDG4211NZ6XN9GN0JCLQBROH,Fri Oct 03 09:50:53 PDT 2014,"""English""",43,bear,animate,plural,definite,target,The bears mauled the group of lawyers on the nature tour.,mauled the group of lawyers on the nature tour.,14209
RPFA1LO4KNJBWBA1B95YNQPCH7OAN6,Fri Oct 03 09:50:53 PDT 2014,"""English""",42,shark,animate,singular,definite,target,The shark was delighted to see five lawyers in a shark cage.,was delighted to see five lawyers in a shark cage.,16786
0TCVV0L1XS8PNMKYZ5AIVGS72RY74F,Fri Oct 03 09:50:53 PDT 2014,"""English""",41,lamp,inanimate,singular,indefinite,target,A lamp was rigged to electrocute the lawyer.,was rigged to electrocute the lawyer.,10098
17EOT56PJOL1GC5ZK3C2ANRV300B02,Fri Oct 03 09:50:53 PDT 2014,"""English""",40,kite,inanimate,plural,indefinite,target,Kites are a great way to play in the wind.,are a great way to play in the wind.,21678
MSZMVDYITCMM7JUYOWVC6UPE89LFFG,Fri Oct 03 09:50:53 PDT 2014,"""English""",49,couch,inanimate,plural,definite,target,The couches were stuffed with the remains of the dead lawyers.,were stuffed with the remains of the dead lawyers.,11981
FHH2RMZSFEJ4ZHVF0YYADYBBCVV5FQ,Fri Oct 03 09:50:53 PDT 2014,"""English""",48,turtle,animate,singular,indefinite,target,A turtle has quicker wits than a lawyer.,has quicker wits than a lawyer.,10275
8YNDXJWNKQ7S58R722ZVFYQ6L4PQX1,Fri Oct 03 09:50:53 PDT 2014,"""English""",58,couch,inanimate,plural,definite,judgment,The couches were stuffed with the remains of the dead lawyers.,1,7652
8TPBYIYHPYVJRXQ7RMT7D5P1FMRK2Y,Fri Oct 03 09:50:53 PDT 2014,"""English""",59,rabbit,animate,singular,definite,judgment,The rabbit bit the lawyer.,1,10090
1L2Q3B10S7L3ZJL7HUH1DMMLR9XDKP,Fri Oct 03 09:50:53 PDT 2014,"""English""",50,dog,animate,plural,indefinite,target,"Dogs lick themselves, and lawyers are jealous.","lick themselves, and lawyers are jealous.",23761
LMZ7VCQEII3EA7O2M569SWHALOMZMP,Fri Oct 03 09:50:53 PDT 2014,"""English""",51,cat,animate,singular,indefinite,target,"A cat scratched seventeen lawyers yesterday, and the judge ruled it a legal attack.","scratched seventeen lawyers yesterday, and the judge ruled it a legal attack.",24222
N8SSE3C3I3CT16UW2709CDGQ5TR730,Fri Oct 03 09:50:53 PDT 2014,"""English""",52,marble,inanimate,singular,definite,target,The marble was bigger than the lawyer's brain.,was bigger than the lawyer's brain.,10368
3LQPHQG5NEDWFZVFHL1DJKNVNXVMLL,Fri Oct 03 09:50:53 PDT 2014,"""English""",53,towel,inanimate,singular,definite,judgment,The towel was placed strategically over her body.,1,9136
K6BY56FUGHBM93ZVGM6WBF7U52M8TL,Fri Oct 03 09:50:53 PDT 2014,"""English""",54,kangaroo,animate,plural,indefinite,judgment,Kangaroos jump higher than rats.,5,8212
86YFJS2DQ9IK8Y2ZPV4SBKX6ZFBBO8,Fri Oct 03 09:50:53 PDT 2014,"""English""",55,computer,inanimate,plural,definite,judgment,The computers were able to beat the lawyers at chess.,4,10026
Z5KWKDCYE1RM7B907I35PMC3IYYC95,Fri Oct 03 09:50:53 PDT 2014,"""English""",56,peacock,animate,singular,indefinite,judgment,A peacock is not as proud as a lawyer.,5,7524
JH93H5DNTQ08B1VZEPZI1USLZ9NLNI,Fri Oct 03 09:50:53 PDT 2014,"""English""",57,shirt,inanimate,plural,indefinite,judgment,Shirts are always wrinkled when you need them.,5,5975
TGMTYJJFEI2YQHKJ78IPCY7LFISRPR,Fri Oct 03 09:50:53 PDT 2014,"""English""",29,car,inanimate,plural,indefinite,target,Cars were made for teenagers.,were made for teenagers.,16727
176K36QGFT9ADVHZYMWCFFE0PX6EVW,Fri Oct 03 09:50:53 PDT 2014,"""English""",28,piano,inanimate,singular,indefinite,target,"A piano fell from the 57th floor, and landed on three lawyers.","fell from the 57th floor, and landed on three lawyers.",17764
4YXCP7O063V6NA8O3GZS9EHI36O7KO,Fri Oct 03 09:50:53 PDT 2014,"""English""",25,trumpet,inanimate,plural,definite,target,The trumpets announced the arrival of the Queen.,announced the arrival of the Queen.,9397
O1XRB6LDQZRE2BPKJVOKX9JSADUBYE,Fri Oct 03 09:50:53 PDT 2014,"""English""",24,football,inanimate,singular,indefinite,target,A football smashed into the lawyer's head.,smashed into the lawyer's head.,9385
0SOXGC5L6QK8NMEZW5RXS970JVTIIK,Fri Oct 03 09:50:53 PDT 2014,"""English""",27,fox,animate,plural,indefinite,target,Foxes chased the lawyer.,chased the lawyer.,7205
Q3J7ENFUGWPA5LWJLQEA5PUFSUMD3E,Fri Oct 03 09:50:53 PDT 2014,"""English""",26,rabbit,animate,singular,definite,target,The rabbit bit the lawyer.,bit the lawyer.,5128
XJ0QBCZS9LIISH1G0NARJZGEBXQGM1,Fri Oct 03 09:50:53 PDT 2014,"""English""",21,dolphin,animate,singular,definite,target,"The dolphin swam to me, and bit me.","swam to me, and bit me.",8147
ATYPNPCOJJDC9NSMYA28MOB81XYBZA,Fri Oct 03 09:50:53 PDT 2014,"""English""",20,clock,inanimate,plural,indefinite,target,Clocks are often wrong.,are often wrong.,7543
JCONGMNKDGBFNYNDDDI187NOXJFX7P,Fri Oct 03 09:50:53 PDT 2014,"""English""",23,panda,animate,plural,indefinite,target,Pandas are actually quite violent.,are actually quite violent.,7667
IHZLW2LSQ2D0PN1556N9M32TH6PKAF,Fri Oct 03 09:50:53 PDT 2014,"""English""",22,pigeon,animate,plural,definite,target,The pigeons crapped all over the lawyer.,crapped all over the lawyer.,9467
VDLPLJ1NMG7WEJLN7H8HRF5L7AOIME,Fri Oct 03 09:50:53 PDT 2014,"""English""",100,fox,animate,plural,indefinite,judgment,Foxes chased the lawyer.,1,3564
IJOMPBRH0X4REUGMDZNCIGK5X6BDHC,Fri Oct 03 09:50:53 PDT 2014,"""English""",6,penguin,animate,singular,definite,target,The penguin fell from the glacier.,fell from the glacier.,9388
S1CTG05NRE46500MPMYMTBCJP2Q7S2,Fri Oct 03 09:50:53 PDT 2014,"""English""",7,elephant,animate,singular,indefinite,target,An elephant sat on my foot.,sat on my foot.,7858
SWDC6L6B0A23KMT8E6IVO9SWXYPWDQ,Fri Oct 03 09:50:53 PDT 2014,"""English""",4,bus,inanimate,singular,definite,example,The bus was late.,was late.,6293
3W08LOOW0GUNRGDUMSSPWCUVTF8WSS,Fri Oct 03 09:50:53 PDT 2014,"""English""",5,toilet,inanimate,plural,indefinite,target,Toilets are dirty things.,are dirty things.,7828
C3WAE8U9H7P8XSH6K4PA5HT44CD9MG,Fri Oct 03 09:50:53 PDT 2014,"""English""",2,zebra,animate,singular,indefinite,example,A zebra has black stripes.,has black stripes.,8518
7CQ24X5T5CEWOKYASXXRSN0OI96FZA,Fri Oct 03 09:50:53 PDT 2014,"""English""",3,sword,inanimate,plural,indefinite,example,Swords are dangerous.,are dangerous.,8744
IV4CZ1M5J998O9IGD0CI1M41ULV2PD,Fri Oct 03 09:50:53 PDT 2014,"""English""",1,mouse,animate,plural,definite,example,The mice ran over my foot.,ran over my foot.,9113
H9PJT6JW8X9DJU6RLF2ZKJN86WP22N,Fri Oct 03 09:50:53 PDT 2014,"""English""",8,skunk,animate,plural,definite,target,The skunks got killed by the skunk eater.,got killed by the skunk eater.,15019
QS54D26FROYX5VN31MXHYML0H7KKTS,Fri Oct 03 09:50:53 PDT 2014,"""English""",9,zipper,inanimate,singular,indefinite,target,A zipper is a wonderful connector.,is a wonderful connector.,9051
7GKYBTV3B9Q4DO9R7PQA7AASE9PG5A,Fri Oct 03 09:50:53 PDT 2014,"""English""",38,lion,animate,singular,definite,target,The lion devoured the sacrificial lawyer.,devoured the sacrificial lawyer.,14813
I9T0J59IT6R6SFXVJC3OEKXL9UU0MP,Fri Oct 03 09:50:53 PDT 2014,"""English""",39,bicycle,inanimate,singular,indefinite,target,"A bicycle was stolen by a lawyer, but it had no seat.","was stolen by a lawyer, but it had no seat.",24537
94ROXVD9HO9MRTFK7BSFOPQEU6TYP6,Fri Oct 03 09:50:53 PDT 2014,"""English""",36,television,inanimate,plural,indefinite,target,Televisions are a waste of time.,are a waste of time.,7041
DQDD63KJRYB3JM7VD6Z13FKIEKAVP7,Fri Oct 03 09:50:53 PDT 2014,"""English""",37,gorilla,animate,plural,definite,target,The gorillas ate all forty-seven lawyers on the jungle tour.,ate all forty-seven lawyers on the jungle tour.,16444
WKF1QHM6ZQ9AT38ZZTZG55AN2PH7SD,Fri Oct 03 09:50:53 PDT 2014,"""English""",34,owl,animate,singular,indefinite,target,An owl pecked out the eyes of a lawyer.,pecked out the eyes of a lawyer.,11062
PE8R8SHVA4WCVA8A1PGL6LDYNQ0EWQ,Fri Oct 03 09:50:53 PDT 2014,"""English""",35,cow,animate,singular,definite,target,The cow ate the grass over the lawyers unmarked grave.,ate the grass over the lawyers unmarked grave.,14812
6ECUY6UM4LELQNJOW9EIJLOPHIJD9U,Fri Oct 03 09:50:53 PDT 2014,"""English""",32,peacock,animate,singular,indefinite,target,A peacock is not as proud as a lawyer.,is not as proud as a lawyer.,12265
D79DOUINM4UIO9JA22TR6CLOYVO966,Fri Oct 03 09:50:53 PDT 2014,"""English""",33,knife,inanimate,plural,definite,target,The knives were buried in the bodies of the dead lawyers.,were buried in the bodies of the dead lawyers.,13880
XDMI6RLYN766VN74HQVMOG2DWH4YKX,Fri Oct 03 09:50:53 PDT 2014,"""English""",30,boat,inanimate,singular,definite,target,"The boat rammed the barge full of lawyers, and sank it.","rammed the barge full of lawyers, and sank it.",12736
HBMDD2K5EHTWZWNTBX34YPW4UWEGA8,Fri Oct 03 09:50:53 PDT 2014,"""English""",31,cheetah,animate,plural,definite,target,The cheetahs ate the greedy lawyers.,ate the greedy lawyers.,6737
FBJ51O52AJO386BBW1CRH4HL3VRX1T,Fri Oct 03 09:50:53 PDT 2014,"""English""",89,dolphin,animate,singular,definite,judgment,"The dolphin swam to me, and bit me.",1,3679
Y6X7JUD24JSR2G2TPNR21OY2G7OYEA,Fri Oct 03 09:50:53 PDT 2014,"""English""",88,zipper,inanimate,singular,indefinite,judgment,A zipper is a wonderful connector.,5,4107
5P4QLZVVZ6LX1CVUQ751EXKYOF3ZEB,Fri Oct 03 09:50:53 PDT 2014,"""English""",83,camel,animate,plural,definite,judgment,The camels ran from the Muslim men.,1,5731
X6AT6DJMGWHGG9ZAMX0B3EZNBJXB58,Fri Oct 03 09:50:53 PDT 2014,"""English""",82,toilet,inanimate,plural,indefinite,judgment,Toilets are dirty things.,5,2690
QB1W23S0VYR1DXHVD5RU4RBB1KC4XN,Fri Oct 03 09:50:53 PDT 2014,"""English""",81,shark,animate,singular,definite,judgment,The shark was delighted to see five lawyers in a shark cage.,1,3362
8BCPZR912Q12O2MJBQ4RTYSESLQVTG,Fri Oct 03 09:50:53 PDT 2014,"""English""",80,piano,inanimate,singular,indefinite,judgment,"A piano fell from the 57th floor, and landed on three lawyers.",1,2789
IICJYY501X5PBN7QKN4K12NKVZL4YB,Fri Oct 03 09:50:53 PDT 2014,"""English""",87,pigeon,animate,plural,definite,judgment,The pigeons crapped all over the lawyer.,1,3351
1KSE08LZ2FM1N6QVUASA8C2RDX8SQO,Fri Oct 03 09:50:53 PDT 2014,"""English""",86,cow,animate,singular,definite,judgment,The cow ate the grass over the lawyers unmarked grave.,1,2663
EEJWTV18DUXLPBK73DO7NR00ASQSBJ,Fri Oct 03 09:50:53 PDT 2014,"""English""",85,pig,animate,plural,indefinite,judgment,Pigs are delicious.,5,3663
TZHB0ZQOETFCOIYJTMQJGPD4R14HF8,Fri Oct 03 09:50:53 PDT 2014,"""English""",84,bicycle,inanimate,singular,indefinite,judgment,"A bicycle was stolen by a lawyer, but it had no seat.",1,3713
HPZ86PP50SI4AHATB17YXE77VR4UY9,Fri Oct 03 09:50:53 PDT 2014,"""English""",14,fence,inanimate,plural,definite,target,The fences didn't stop the thief.,didn't stop the thief.,20265
0P6WO6HO686HE732AJ12L9P49I093N,Fri Oct 03 09:50:53 PDT 2014,"""English""",15,butterfly,animate,singular,indefinite,target,A butterfly landed on my nose.,landed on my nose.,6915
OTPJ5LGB8HLKSELFD7KI750FYJJ76K,Fri Oct 03 09:50:53 PDT 2014,"""English""",16,pig,animate,plural,indefinite,target,Pigs are delicious.,are delicious.,6570
48IYDRUDMWN82UH7UG7POVAP6ZOKJQ,Fri Oct 03 09:50:53 PDT 2014,"""English""",17,light bulb,inanimate,singular,indefinite,target,"A light bulb came on, over her head.","came on, over her head.",8824
UKIMBQKEZ4DRE4B03P0FMXCMSCTG5I,Fri Oct 03 09:50:53 PDT 2014,"""English""",10,towel,inanimate,singular,definite,target,The towel was placed strategically over her body.,was placed strategically over her body.,13456
8PA62HDA1CRC64JNMCAQAZI0UM809T,Fri Oct 03 09:50:53 PDT 2014,"""English""",11,kangaroo,animate,plural,indefinite,target,Kangaroos jump higher than rats.,jump higher than rats.,7401
RYDIPXX34VN6BUDG4CQY1OXGTNIZDI,Fri Oct 03 09:50:53 PDT 2014,"""English""",12,bed,inanimate,plural,definite,target,The beds were shoved together.,were shoved together.,6988
3DTQFH42A8KYRAA58OVAZBM6XE9CQW,Fri Oct 03 09:50:53 PDT 2014,"""English""",13,guitar,inanimate,singular,definite,target,The guitar was smashed.,was smashed.,7074
Y1F0WRSH95EPFGJSRJW6XLXA2MIMP9,Fri Oct 03 09:50:53 PDT 2014,"""English""",18,camel,animate,plural,definite,target,The camels ran from the Muslim men.,ran from the Muslim men.,9812
7G3UT475BHOCHELPKUOBFK7TPU0JZC,Fri Oct 03 09:50:53 PDT 2014,"""English""",19,chair,inanimate,singular,definite,target,The chair was beautiful.,was beautiful.,7562
UQ7DZSA2FL9HRGKKCN8K4EJJCK2DW9,Fri Oct 03 09:50:53 PDT 2014,"""English""",98,bed,inanimate,plural,definite,judgment,The beds were shoved together.,1,3437
QBVMNOSGHLWPAXMTZJWMO6E4EKWPQ1,Fri Oct 03 09:50:53 PDT 2014,"""English""",99,chair,inanimate,singular,definite,judgment,The chair was beautiful.,1,2627
0F975YSO8SL6LMO2BD9KUVR8Z6DSWC,Fri Oct 03 09:50:53 PDT 2014,"""English""",94,skunk,animate,plural,definite,judgment,The skunks got killed by the skunk eater.,1,3534
1LYV02E1RCF80WTCDZ4A8E5VAO3FSE,Fri Oct 03 09:50:53 PDT 2014,"""English""",95,elephant,animate,singular,indefinite,judgment,An elephant sat on my foot.,1,3704
2M3WUV83NUFGYZC6PMH3AOXVOZDLTJ,Fri Oct 03 09:50:53 PDT 2014,"""English""",96,squirrel,animate,plural,indefinite,judgment,Squirrels have more nuts than lawyers.,5,2893
PE8ATPFG088L4V51YHVTQW0S3PUGA2,Fri Oct 03 09:50:53 PDT 2014,"""English""",97,owl,animate,singular,indefinite,judgment,An owl pecked out the eyes of a lawyer.,1,3254
NZNA9IAHEG0G1B6KJXXHQ1WG1ZA1BE,Fri Oct 03 09:50:53 PDT 2014,"""English""",90,trumpet,inanimate,plural,definite,judgment,The trumpets announced the arrival of the Queen.,1,4184
VIN93I7O4UVP76TX913UJBR6T257IM,Fri Oct 03 09:50:53 PDT 2014,"""English""",91,lamp,inanimate,singular,indefinite,judgment,A lamp was rigged to electrocute the lawyer.,1,3708
XD50ENGNY39OTH7553L5DX0S8S5Z7Q,Fri Oct 03 09:50:53 PDT 2014,"""English""",92,dog,animate,plural,indefinite,judgment,"Dogs lick themselves, and lawyers are jealous.",5,3736
PYMJQKI8B87XCD8EXVJFKAKL5XSFIY,Fri Oct 03 09:50:53 PDT 2014,"""English""",93,guitar,inanimate,singular,definite,judgment,The guitar was smashed.,1,2930
77B4STV7IWXT53400RIG87FAW4Z5QU,Fri Oct 03 09:52:22 PDT 2014,"""English""",61,marble,inanimate,plural,indefinite,judgment,Marbles are usually made out of glass.,5,3026
VY5VJBNQM5L0ZS2PYF29Z04VRFNS4I,Fri Oct 03 09:52:22 PDT 2014,"""English""",60,turtle,animate,plural,definite,judgment,The turtles were stuck on land.,1,3226
QPNWTD96SOW7VHID8FWXXD3TA8WKE9,Fri Oct 03 09:52:22 PDT 2014,"""English""",63,television,inanimate,singular,indefinite,judgment,A television is a big purchase.,5,2732
8AI5OHWYRGX2TQMONNB14IPO5XOWW7,Fri Oct 03 09:52:22 PDT 2014,"""English""",62,skunk,animate,singular,definite,judgment,The skunk nearly sprayed me on my way home from work.,1,2441
5KU78P6N2BDEXB303UX9WRS5QJYLQD,Fri Oct 03 09:52:22 PDT 2014,"""English""",65,guitar,inanimate,plural,indefinite,judgment,Guitars can either be acoustic or electric.,5,2389
14K5X3DB95FTX89QWRQ14P667V7NV6,Fri Oct 03 09:52:22 PDT 2014,"""English""",64,fence,inanimate,plural,definite,judgment,The fences help to keep out the coyotes.,1,2368
3UJKC17MEZ57R73PAVLNKFWRP1VZ1W,Fri Oct 03 09:52:22 PDT 2014,"""English""",67,rabbit,animate,singular,indefinite,judgment,A rabbit will hide from danger by staying still.,5,2398
V29APLIVXDNUXG15ZWXBUTPJCBFM1L,Fri Oct 03 09:52:22 PDT 2014,"""English""",66,light bulb,inanimate,plural,definite,judgment,The light bulbs needed to be replaced.,1,2832
LSMM8I1EHQUIYSTLIUD5YYGJMPAGZY,Fri Oct 03 09:52:22 PDT 2014,"""English""",69,camel,animate,singular,indefinite,judgment,A camel is like a horse but lives in the desert.,5,4581
7I6DR87G0Z2730EYRDYZZEK2F2TD9R,Fri Oct 03 09:52:22 PDT 2014,"""English""",68,cheetah,animate,singular,definite,judgment,The cheetah ran faster than the rabbit.,2,2770
WZQVJJMM3GIX89WF4HA20D9UC30C87,Fri Oct 03 09:52:22 PDT 2014,"""English""",72,pigeon,animate,plural,indefinite,judgment,Pigeons used to carry messages.,5,2347
AU1H2RY5I2FFNDS58Q6449Y69NL5DE,Fri Oct 03 09:52:22 PDT 2014,"""English""",73,trumpet,inanimate,singular,definite,judgment,The trumpet blared loudly right next to my ear.,1,3293
DF5G45N499YQDAKXHFY5FGISX0CF84,Fri Oct 03 09:52:22 PDT 2014,"""English""",70,gorilla,animate,plural,definite,judgment,The gorillas wanted more bananas.,1,2612
D0CY0TMEIUWIZUEMNTK7EZ5DT3PPXD,Fri Oct 03 09:52:22 PDT 2014,"""English""",71,lion,animate,singular,definite,judgment,The lion is the king of Africa.,4,2628
0YNSQ00ELNQATXHS0HR0MJ76Z9PURD,Fri Oct 03 09:52:22 PDT 2014,"""English""",76,cat,animate,plural,definite,judgment,The cats meowed loudly until they were fed.,1,2596
6H7LR8K6WH5S1EVOGI4M2LGLNPUJFS,Fri Oct 03 09:52:22 PDT 2014,"""English""",77,owl,animate,plural,indefinite,judgment,Owls are only awake at night.,5,7831
5ETLGVQ9X93E52B7OTU1ZT8LTD24BO,Fri Oct 03 09:52:22 PDT 2014,"""English""",74,pig,animate,plural,indefinite,judgment,Pigs are delicious and make great bacon.,5,2211
KLBXNIPPAIBEXQ9TWTJE5NRTF9BWQN,Fri Oct 03 09:52:22 PDT 2014,"""English""",75,kangaroo,animate,singular,indefinite,judgment,A kangaroo has a pouch and lives in Australia.,5,2566
9L7MBBHTUM4UCE7C71SBL4EUM3L62W,Fri Oct 03 09:52:22 PDT 2014,"""English""",78,peacock,animate,singular,indefinite,judgment,A peacock has pretty feathers.,5,1469
UFMMCLOOYU7HX5U8V3AUCCLI1DKJJ3,Fri Oct 03 09:52:22 PDT 2014,"""English""",79,bicycle,inanimate,singular,definite,judgment,The bicycle was really expensive.,1,2124
WWODC79QNCGPUPOQJOH631NQ6D1UI7,Fri Oct 03 09:52:22 PDT 2014,"""English""",47,trumpet,inanimate,singular,definite,target,The trumpet blared loudly right next to my ear.,blared loudly right next to my ear.,8125
ZOJO0MS6GW4YHF5L895ARBBNKOYTKK,Fri Oct 03 09:52:22 PDT 2014,"""English""",46,squirrel,animate,singular,indefinite,target,A squirrel always knows where it hides it's nuts.,always knows where it hides it's nuts.,8046
W04BHFNNU9YDTFBWGBHFNFHBWHQH7F,Fri Oct 03 09:52:22 PDT 2014,"""English""",45,turtle,animate,plural,definite,target,The turtles were stuck on land.,were stuck on land.,14889
T2T45SGJR69O0NEKJMUD9UM5G9WD5B,Fri Oct 03 09:52:22 PDT 2014,"""English""",44,kite,inanimate,plural,indefinite,target,Kites only fly on windy days.,only fly on windy days.,6438
0ON01SVA9D2G9OVWOXHWOOWUZ7FE62,Fri Oct 03 09:52:22 PDT 2014,"""English""",43,lion,animate,singular,definite,target,The lion is the king of Africa.,is the king of Africa.,9068
LCKJSY2ELKICV6KFXLOK6BJ80N4FGI,Fri Oct 03 09:52:22 PDT 2014,"""English""",42,dolphin,animate,plural,definite,target,The dolphins always travel together.,always travel together.,5217
OZIT2UY66UUE0TQ6AYJJRJADWGYBWP,Fri Oct 03 09:52:22 PDT 2014,"""English""",41,peacock,animate,singular,indefinite,target,A peacock has pretty feathers.,has pretty feathers.,4389
25EQEDQ1FOYFKG00RNL9B68SRLK5DV,Fri Oct 03 09:52:22 PDT 2014,"""English""",40,towel,inanimate,plural,indefinite,target,Towels need to be laundered after being used.,need to be laundered after being used.,8216
80D2MA8WK9XNI9GINV5TZJG3KY3GYM,Fri Oct 03 09:52:22 PDT 2014,"""English""",49,clock,inanimate,singular,indefinite,target,A clock can be used to tell time.,can be used to tell time.,9772
WWRS93ZC1M1Q3SKUQ6X3Z9WF8DINUZ,Fri Oct 03 09:52:22 PDT 2014,"""English""",48,pig,animate,plural,indefinite,target,Pigs are delicious and make great bacon.,are delicious and make great bacon.,9304
2AFTDNZ256WT332M44KL84RZO052CM,Fri Oct 03 09:52:22 PDT 2014,"""English""",58,bed,inanimate,singular,indefinite,judgment,A bed is the best place to sleep.,5,3878
Z6JGGHHFNTCNTBTRMWIER9R86XD1SP,Fri Oct 03 09:52:22 PDT 2014,"""English""",59,football,inanimate,singular,definite,judgment,The football game last Sunday was excellent.,1,2682
8K4UXYZMNW5TQ1ZZQ8BC6A0ZAPH3MG,Fri Oct 03 09:52:22 PDT 2014,"""English""",50,bear,animate,plural,indefinite,target,Bears live in the forest. ,live in the forest. ,6252
