WorkerId,SubmitTime,language,feedback,question_number,subject,animacy,number,definiteness,type,sentence,response,rt,sentence_id
Z0X9ZW6HK2A9P02018F5500EBW7751,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",71,gorilla,animate,plural,indefinite,target,Gorillas swung from branches.,2,3423,67
QYSSFWEGIK2WHB95T8L15STHVQRFN6,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",76,kangaroo,animate,plural,definite,target,The kangaroos could jump very high.,2,5614,1032
OH50HDSCF7NIS5V0IPBZ109IHVEEM4,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",77,pig,animate,singular,definite,target,The pig sleeps in the mud.,1,3991,129
Y3IB97WPIQPFV3DW3WAPGQ7OQ99T82,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",74,peacock,animate,plural,definite,target,The peacocks have gorgeous tails.,2,6655,685
1JAEKHKG8TMVXHL315AFAEFTFVPZLD,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",75,camel,animate,singular,indefinite,target,A camel lives in the desert.,5,4318,473
WRJ91ZZ8YI3UVZS3YSW0GMN30BNYVQ,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",78,squirrel,animate,singular,indefinite,target,A squirrel is climbing up the tree.,1,2630,837
X0JKQHERYJ3D25DV8H88CNG6MDB6BI,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",79,shark,animate,plural,definite,target,The sharks swam too close to the shore.,1,2646,800
BDFPFFPDGE7L7VCXKE0GB02YZZ0S4P,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",47,panda,animate,singular,indefinite,target,A panda gnawed on a stalk of bamboo.,1,3015,744
TTXCQXFLGVIPH05O6XHH903OZRFMBA,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",46,chair,inanimate,plural,indefinite,target,Chairs are lined up along the wall.,1,2774,344
5KIG1X1IMB8BJOTX06XNS8UCXS08ZN,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",45,guitar,inanimate,plural,definite,target,The guitars are all playing,1,2958,329
H7S2P6UPSVM5RENC3USZ3MRJMUK3O0,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",44,elephant,animate,singular,indefinite,target,An elephant has a good memory.,5,2158,69
VL29FZXNV1WSG1JF1GOVAD6C4X10BS,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",43,kangaroo,animate,singular,indefinite,target,A kangaroo hops very high,5,2998,433
WL1VINAJWJWJR0MWUTIXVE44XJ5RK8,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",42,shark,animate,plural,definite,target,The sharks swim smoothly,2,3640,873
DIJVZO0TVZ7F1D3G8NK29IHFR1HOZ6,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",41,camel,animate,plural,definite,target,The camels stopped for water.,1,5373,654
SA5ZEMB67P87PK51LDXRBCO3INMFGQ,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",40,bed,inanimate,singular,indefinite,target,A bed is a place to sleep.,5,3424,168
SS607KDQ1S4TUVNZY3D3G8NM9DDHPM,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",49,pig,animate,plural,definite,target,The pigs smelled,1,4150,428
7UHAPUGP4OX0VI6E0Z1RLCV7HSSAGF,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",48,lamp,inanimate,singular,indefinite,target,A lamp gives a soft glow.,5,1974,958
WFPBSC059YBWCIQZEEF6B8SVOYIHFY,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",58,kite,inanimate,singular,indefinite,target,A kite was tangled in the thick branches of a tree.,1,4471,202
7T3FQOBZGMFKQBKJ5UL1DT01GXN92K,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",59,football,inanimate,plural,definite,target,The footballs were used often.,2,2797,281
LYGIP3A7SGS0OB8KVI37NCE7XPLPHH,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",50,pigeon,animate,plural,definite,target,The pigeons are everywhere.,1,3582,725
TCBY1QT5CI7C6BGFSU2R5XU6ASOGIU,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",51,skunk,animate,singular,definite,target,The skunk sprayed the people.,1,3816,94
85NEV686AH47P5JBTB9IY6C8E4ARTP,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",52,cat,animate,singular,indefinite,target,A cat chases a mouse right into the house.,4,6174,532
QLTZUAV0LF9QWLDIX1TT0KCDSPD99A,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",53,chair,inanimate,singular,indefinite,target,A chair can be fancy or simple.,5,2807,622
ILDIW678WXJ6XB1NRXQI2FUM5J50XY,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",54,pigeon,animate,singular,definite,target,The pigeon ate the bread crumbs.,1,3221,887
HUBNXI49W01MZ21S4XK425GJ2ASBOY,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",55,skunk,animate,plural,indefinite,target,Skunks are smelly animals.,5,1912,646
SCCJJPULHEUZLZ3F1W8L6J0PU57VTR,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",56,lion,animate,plural,indefinite,target,Lions roared mightily.,2,4070,917
I9PGKJ3YDD4RS7Z86TZWQBP46KTJ9P,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",57,knife,inanimate,singular,indefinite,target,A knife needs to be sharpened from time to time.,5,3638,924
0DGBMBTCMPN4VUHTGWN1B84WQ3SZ5M,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",29,gorilla,animate,singular,indefinite,target,A gorilla can be a mean animal.,5,3924,605
QQ9Z138O7LIIURXPJJD6FE83ZZ9IWM,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",28,dog,animate,plural,definite,target,The dogs barked at the people walking by.,2,5397,892
OVCRX7IZ5K3B65D4DBHA6XNDZ4TS1T,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",25,tire,inanimate,singular,definite,target,The tire needs to be replaced,1,3414,875
HXVD4AQ8OW0P89G63S66NV95CZJL7P,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",24,bicycle,inanimate,plural,indefinite,target,Bicycles rode past the puppy.,2,3928,884
29CQSLJ5NFCYFPCJYAW8AV0WJH3Y82,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",27,clock,inanimate,plural,indefinite,target,Clocks melt in paintings,4,4702,729
U3KHWHMX46AJX2VQKFBTSAFYUWPJOI,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",26,boat,inanimate,plural,indefinite,target,Boats are a fun way to travel.,5,2574,608
3S57E8F2ODJZ7LFPXJB90M8JZ49OFC,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",21,boat,inanimate,plural,indefinite,target,Boats are all over the harbor these days.,5,4286,832
A842BSCYXQM7W4A6ROJOYSS629MLVH,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",20,pig,animate,plural,indefinite,target,Pigs are dirty animals.,5,2569,79
JA7GECU0AIP8SXH3RNT1V7A7DBWYK6,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",23,trumpet,inanimate,singular,indefinite,target,A trumpet blows loudly,1,2911,846
SY10N99JUEA4IJ17D7M2AH56QZWDYW,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",22,light bulb,inanimate,plural,indefinite,target,Light bulbs were led.,5,6214,1076
8LCPKCM8IFXIPT5UXEKGQ1D46J8TAB,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",104,squirrel,animate,plural,indefinite,target,Squirrels gathered nuts for the winter.,5,3223,38
RT2AUFZTI2O6BDCYVQKFCTIGBTT59B,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",101,pigeon,animate,singular,definite,target,The pigeon hunts for seeds.,5,3486,343
6GLFNYO5XXUOHME0MJIRWH467VQAK7,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",100,peacock,animate,plural,indefinite,target,Peacocks are beautiful birds,5,2751,328
00H31ZQADU9DOU0UQCXSNEHI8Z2OFZ,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",103,rabbit,animate,plural,indefinite,target,Rabbits hop around.,5,2503,152
LZD0SUIG31TNUTCA4D7HS8TRCMBF0O,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",102,penguin,animate,plural,indefinite,target,Penguins dipped and dived into the cold water.,2,4430,442
6L78BTX1P1AHPMXXUJUKXS6SHLPJJ3,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",6,turtle,animate,plural,definite,target,The turtles laid their eggs in the sand.,2,5269,17
FCWUS1QOYTUKHDMVIDC6LKW6CIRIFV,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",7,cheetah,animate,singular,definite,target,The cheetah are fast,5,4085,313
OQSENYPWTDRQXJDBVWMA6W7KMKFF7O,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",4,mouse,animate,singular,indefinite,example,A mouse lives in my house.,1,4950,
U78GTGMB7CAEYYOGFZCACXO77LHF57,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",5,fox,animate,plural,indefinite,target,Foxes tricked the farmers.,2,6046,1030
HIB0BHEQYX6DLK8W14WMEGLQ40QWJ6,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",2,zebra,animate,singular,definite,example,The zebra is not extinct.,4,6931,
DVGY55KDX4KVT3WXPV6LCPQNHUEV2N,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",3,bus,inanimate,plural,definite,example,The buses were blocking traffic.,2,5054,
4SIWIM6NQZLVSVHY9QXW3OJ580NGLK,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",1,sword,inanimate,plural,indefinite,example,Swords are weapons.,5,10268,
TNPIO7X7RCZ33MXO3OOHU94HCSFSG1,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",8,peacock,animate,plural,definite,target,The peacocks were very colorful.,2,5183,661
P2C0U4HUYPO9RKMBVPBCWNQWMVA4JX,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",9,kangaroo,animate,plural,indefinite,target,Kangaroos live in the zoo. ,5,3814,339
K23QQ7WRPQH31SANE4WMRKQBFAQIYU,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",38,peacock,animate,plural,definite,target,The peacocks strutted around seriously,2,2511,405
NALRYNCZ909P1BGT85V016GWIX0C0U,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",39,penguin,animate,plural,definite,target,The penguins were extinct. ,5,3391,33
V9T3KIT1JWSAWTM1X7J479QR5IDPVM,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",36,bed,inanimate,singular,indefinite,target,A bed gives rest.,5,3752,762
8ZLDQ8Q0J2GDP3Z01QAJOH7L6ZTNHX,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",37,car,inanimate,plural,definite,target,The cars allows up to get form place to place easily.,2,7502,644
OXLZ20E4JB5G43YUQPKRFQF79MJYS3,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",34,toilet,inanimate,plural,indefinite,target,Toilets are quite heavy as it turns out.,5,3734,1008
W0RY2P3X1KU9IM8HTOFOUNE9LLSUVJ,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",35,fox,animate,plural,indefinite,target,Foxes were seen.,4,12237,270
UUREG8TE9W3P9CF2WMN8PC2GL34USG,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",32,dog,animate,singular,definite,target,The dog is very fast.,1,2983,366
Y9CFSBHYH37IFI2WVIDA66DWZFVLFO,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",33,panda,animate,singular,definite,target,The panda likes to eat eucalyptus.,1,3216,528
MYIQP0A0842W5ABXOOO7P0IM3U9HKP,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",30,penguin,animate,singular,indefinite,target,A penguin mates for life.,5,2230,797
NR55CPB43I28X4F7Y6G8QNWB62HDAP,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",31,squirrel,animate,plural,definite,target,The squirrels eat acorns.,1,4073,1077
PW44O2J4LV7B1MCACV0I7MAR4UDN53,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",89,cat,animate,singular,definite,target,The cat SCRATCHED AT THE DOOR. ,1,3782,769
6LWOHCGJL0QA72JM196A1H7USIXHR1,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",88,clock,inanimate,plural,indefinite,target,"Clocks lined the walls, but none had the correct time.",1,5128,736
5LQMR89JP5TJ61CJP120RTM1WRX8YI,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",83,peacock,animate,plural,indefinite,target,Peacocks flashed their tails.,4,4952,425
0Y00HGP1NM0659FLRRVAF27T78VVKF,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",82,marble,inanimate,singular,indefinite,target,A marble is fun to play with.,4,3327,972
CEQ7AHH61FFINRCSAHC3EK1I8CV1KK,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",81,bed,inanimate,singular,definite,target,The bed was made. ,1,2638,580
0Q7AB3MP0XEV04UBVTER5Z98IYPGJ8,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",80,lion,animate,plural,indefinite,target,Lions are also at the zoo,5,2509,217
3WBMMSEJUKJEXUO5PTSRM02GGN7QDA,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",87,couch,inanimate,plural,definite,target,The couches fold out into a bed.,2,3791,86
XYO9WNBY9LJH9A57XF55LZVE3UXYDA,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",86,couch,inanimate,singular,indefinite,target,A couch has soft cushions.,5,1958,690
BX85F96UVLOXAP9J1COTB5VLSDB27M,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",85,elephant,animate,singular,indefinite,target,An elephant never forgets.,5,2534,647
R3S513TSYAQGUVDMTSW0DAR71R8Y3C,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",84,pigeon,animate,singular,indefinite,target,A pigeon poops a lot.,4,3918,994
YHWZ728NLYD5C6UN3KSOZIK7QZ09QU,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",14,cow,animate,plural,definite,target,The cows were lowing at dinnertime.,1,6213,501
4BPNLHOKCDY6OR11Z6GM991EW6RVHQ,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",15,lamp,inanimate,plural,indefinite,target,Lamps are a convenient lighting fixture.,5,3646,636
ER03XZ8Z9ZQS3SHBVS8ZC56XJA5LMP,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",16,piano,inanimate,singular,definite,target,The piano is played daily.,2,4423,189
MS5TKYZCJ1UQK2O1YDKRBH67OVG91X,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",17,cow,animate,singular,indefinite,target,A cow mooed loudly.,1,5982,703
SGRACYW54WS8LCOKI1USYQ4IUF3ZZP,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",10,turtle,animate,singular,indefinite,target,A turtle is very slow,5,3709,258
VHAN1ZFMMM8RW2ARI1H4BBJNLGV4MP,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",11,guitar,inanimate,singular,definite,target,The guitar is in its case.,1,5430,555
C4JL2TB93FQQ1RBO2UPK2NWP9GNT9W,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",12,panda,animate,singular,indefinite,target,A panda Ate bamboo,1,5494,299
EN5FQFYDT1A9ZAD3EN8LQ3WYAO4ZM8,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",13,squirrel,animate,singular,indefinite,target,A squirrel had a nut.,1,2559,466
A6R904CSDZUOVC0VCELJBNK4JUVFVU,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",18,cow,animate,plural,indefinite,target,Cows give milk.,5,2870,574
96ZJ1TGNFBJGOD09W5JF7C7AYCGG1O,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",19,peacock,animate,plural,definite,target,The peacocks look beautiful.,2,5519,575
013PPTTZCVAYSL36UGMIDFI1ZXF6Z0,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",98,rabbit,animate,singular,indefinite,target,A rabbit is a pet,5,2815,326
IMC69ZOOVFMN4DMOJRK2JLN89LG8X1,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",99,car,inanimate,plural,definite,target,The cars weaved in and out of their lanes.,2,3168,829
8YICQVX4V9LO604UWRZNYDSSRXVPGF,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",94,dolphin,animate,singular,definite,target,The dolphin followed the boat for several miles.,1,3238,489
DO14JDLHXSX5QLZEGM39MKDM5WCB9K,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",95,lion,animate,singular,definite,target,The lion roared at the zookeeper.,1,2126,889
2IYLR8RMDCRG9YSLX2GC8QDT9CD5PL,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",96,fox,animate,plural,definite,target,The foxes ran for their lives as the hounds fast approached.,1,3718,392
2EWFQFNQP6TAINKUFHPC7HRBKPQOOA,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",97,squirrel,animate,singular,definite,target,The squirrel ate nuts,1,2207,247
FMWSF31U79JNNIW2Y8VH6P7HQTOFJJ,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",90,shark,animate,plural,indefinite,target,Sharks are aggressive. ,5,3231,35
RV977RJ4YV6JDFN2DOGCHDLYU0CL0K,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",91,gorilla,animate,plural,indefinite,target,Gorillas are aggressive. ,5,2422,25
29URJAGE3XNQCI9M3W1KNQPCKPBORI,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",92,camel,animate,plural,definite,target,The camels are big,2,3999,308
C9CREM00UAZDY8KVOT9WG4GKLWHSKV,Tue Jan 13 12:07:18 PST 2015,"""english""","""""",93,kangaroo,animate,plural,definite,target,The kangaroos jump around merrily.,2,2622,165
X0BIMO7ZN39PHCHL9RJ2G0D9PRMCO6,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",61,pigeon,animate,plural,indefinite,target,Pigeons gathered around the benches in the park.,2,4418,706
9SQW1WOZG0CO74MDXMAV4PLRBQLV0U,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",60,boat,inanimate,plural,indefinite,target,Boats were floating in the harbor.,2,3795,1052
R6H0CNCZJ6PQQLOG60Y949OFYH0ZJI,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",63,clock,inanimate,plural,definite,target,The clocks struck midnight on the cinderella story,1,5921,1039
QAW6F7LXPODS9C9P685V9L6MXSKDED,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",62,peacock,animate,plural,indefinite,target,Peacocks can be beautiful but incredibly loud.,4,4075,949
QZFE085QEKYRIQU7706SKK4JJKT325,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",65,cow,animate,plural,definite,target,The cows have beautiful eyes.,1,3523,959
138R5ZGG7CLU5HSLWJ3KOEP9SFQVRK,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",64,marble,inanimate,singular,indefinite,target,A marble Rolled down,1,4418,304
2SFD7B9HTAXOFDAEHAT0D8G2SEUX8S,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",67,fence,inanimate,singular,indefinite,target,A fence marks territory. ,5,4977,26
N3U65PIQRWA4W2SQ20KTCZ69L3OPZ2,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",66,gorilla,animate,singular,indefinite,target,A gorilla lives in the zoo.,1,3358,500
UB0AVJJ4359MF8UAQ0VRW07GDV4KG2,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",69,squirrel,animate,plural,indefinite,target,Squirrels grabbed nuts and hid them away in their nest.,2,4150,389
D0CX964KMYQWKSWCARQAO8SXKU10TQ,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",68,owl,animate,plural,indefinite,target,Owls have eaten several mice.,2,4277,678
MW0OY8NKJD90CPH1HPJLVW7AGH2X33,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",72,turtle,animate,singular,indefinite,target,A turtle wins the race because of persistence.,2,9974,515
T4JXCOOBDR7JR18SYVHE24SG1BC6E7,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",73,cow,animate,plural,definite,target,The cows were lowing at dinnertime.,2,7367,501
UZFTPHW23NZWEOR3NEGSPHN8TH7GG0,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",70,bed,inanimate,plural,indefinite,target,Beds were slept in,2,5365,407
8XHFRP5FXEVLWKKLDRYSB24PIVJIXF,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",71,pigeon,animate,plural,indefinite,target,Pigeons eat bread in the park.,2,4199,842
X2DB450LXDNSPC41DD3WDAYRC5IU21,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",76,football,inanimate,singular,indefinite,target,A football is brown.,5,3429,890
LKL00O1DNHXG8ZKM2KX978E0GB70G4,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",77,lion,animate,plural,definite,target,The lions are the kings.,3,4582,718
GRAHL757SNDUAEWDHG7QDYKS9K15QJ,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",74,peacock,animate,plural,indefinite,target,Peacocks flashed their tails.,2,5797,425
SHZZKEQJCGL4QR8FL1W8E5HDJQF8K2,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",75,dog,animate,singular,indefinite,target,A dog with fleas is not healthy.,4,5061,648
H2DT2529GZST7M7PQTM25QLBQWIXWO,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",78,kangaroo,animate,singular,indefinite,target,A kangaroo hops very high,4,3876,433
MDIRUYVA7QTAIY7SR4NI6GZUS6WWTT,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",79,football,inanimate,plural,indefinite,target,Footballs are made of leather.,5,3558,85
KD78WISWEH2S2YPX60R78SE4KP8XTT,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",47,bicycle,inanimate,plural,definite,target,The bicycles are getting used.,2,4200,72
15OKL3IMURHUG780PE0WKQ61FPIZ4Z,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",46,cow,animate,singular,indefinite,target,A cow chews its cud.,2,4358,806
E87OM4DRM5X13LJ7BFVDTUSF6ZBQN8,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",45,skunk,animate,plural,indefinite,target,Skunks FORAGED FOR FOOD. ,2,8172,788
P0DA9B73P9P46M8S6DC7APUT5C02Y7,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",44,chair,inanimate,plural,indefinite,target,Chairs are comfortable.,4,3485,117
98HEAS6VYSYZV5CGIN0BA3JNEQ40YB,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",43,tire,inanimate,plural,indefinite,target,Tires squaled noisily.,2,3757,912
ZQMDYUWILGBYAKW25XRRBXL4W330BL,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",42,toilet,inanimate,plural,definite,target,The toilets need to be cleaned.,1,4217,715
YBFXVOB3NEV8EWDWJ5M42E2QHTPHSW,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",41,couch,inanimate,plural,definite,target,The couches were cmfy,2,5995,593
HH7VVQE10M18JA9NMZAPYAIU7EWRO0,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",40,kangaroo,animate,singular,definite,target,The kangaroo cares for its baby.,4,5183,794
OGX7SVBHLCHDU754I9DTE9OR2AF93I,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",49,trumpet,inanimate,plural,definite,target,The trumpets were loud.,4,3803,553
2EUU43Z9IZ47EQGOZEK83MIE2J7ZH0,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",48,pig,animate,plural,definite,target,The pigs ate and wallowed,4,3463,399
G13GH5EX30356RZU8E72NU6FY976AO,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",58,dog,animate,singular,definite,target,The dog was trained.,1,3188,561
LH5VRC0204F9GIGQ79G9UXJO836UQR,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",59,lion,animate,singular,definite,target,The lion stalked its prey.,2,3099,835
5UCRBHJJZ184PWB3HJPVUJ3I6DWJGS,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",50,car,inanimate,singular,indefinite,target,A car is great.,2,3072,540
FP5PS8AHHEFO2ZDQZQDHPMF5W0VOEH,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",51,dog,animate,plural,definite,target,The dogs like to chase cats,4,3244,63
63PY9BTX9YGRUT8VO2LF7OJD2CLVZM,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",52,shark,animate,plural,definite,target,The sharks  stayed away from the dolphins,2,4798,215
UARLVUW2L330O5SEB1OGO2I0XBH2FD,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",53,bicycle,inanimate,plural,definite,target,The bicycles are tied at the park,1,3905,231
IHQODZMFAQOTSGV4WFPLCMVGASNV82,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",54,penguin,animate,plural,indefinite,target,Penguins look like they wear tuxedos.,5,6117,921
7R1QFM6D3Y8P98RDLF9FIFBYCH096L,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",55,pig,animate,plural,definite,target,The pigs tasted delicious.,2,5321,1021
YAO34VKMMWS37S6JVHACS7BAP2ZNND,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",56,kite,inanimate,plural,definite,target,The kites are flying on the beach.,1,4822,350
XYEEJ715YZ5EO7FGENCVSU46BPSZVU,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",57,bicycle,inanimate,plural,indefinite,target,Bicycles were for sale in the sports shop.,1,3556,390
99XMATL1MXCAHBYGFZ4M9GMP6WXOPI,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",29,tire,inanimate,singular,definite,target,The tire is flat.,1,3756,996
3UT0E6ND9IQAFO87UQ4CCZV19RV1ZU,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",28,elephant,animate,singular,definite,target,The elephant performed his trick perfectly.,1,3939,604
76D3X62CD3N5FMMBM2Q53MQKZ8K3JW,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",25,bed,inanimate,singular,indefinite,target,A bed gives rest.,4,3651,762
HX7YMIM1S375SCNLQ9YJ32PL8OZB8A,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",24,gorilla,animate,singular,definite,target,The gorilla is mean.,2,3649,375
G2KERPW71E7NVL9OV9BM4E8FS1K2BW,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",27,television,inanimate,singular,indefinite,target,A television costs more now,5,7187,596
8OEFH815MPRVX48X94HW0IOIYGXAET,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",26,cow,animate,singular,definite,target,The cow eats grass.,2,4967,159
4HO7NEU9D6GS0ZSJBHJQRSTMHZJN67,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",21,couch,inanimate,singular,definite,target,The couch is very comfortable.,1,6840,763
3AG0J6WVLCFOAUWFKGAQDU1TOKWVM2,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",20,lion,animate,singular,definite,target,The lion looks for his next kill,1,6926,861
DU2RYXXHWC9Y7O97F0MHNN6VHENJAD,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",23,peacock,animate,singular,indefinite,target,A peacock has lots of pretty feathers.,4,6791,879
B3BQZTH0CZH8E5NEF6VBW1GFXRH6R3,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",22,lamp,inanimate,plural,definite,target,The lamps were all on. ,2,4184,1070
4TAS6GHPSBE9FR1SMO2BBUN0YKPC7M,Tue Jan 13 12:07:27 PST 2015,"""english""","""no comments""",104,car,inanimate,singular,indefinite,target,A car is traveling fast on the road.,2,5134,998
