WorkerId,SubmitTime,Answer 101,question_number,subject,animacy,number,definiteness,type,image,full_sentence,response,rt
8B25R85R9O8XFSSYHYSSBI4IXQJO1N,Tue Nov 04 07:54:46 PST 2014,"""English""",84,cat,animate,plural,indefinite,judgment,match,Cats have nine lives.,5,6942
18E8TJK9M1PK3DSKAXFBR50UHEBEX0,Tue Nov 04 07:54:46 PST 2014,"""English""",14,skunk,animate,singular,indefinite,target,match,A skunk has a unique coloring.,has a unique coloring.,9646
A0RRHW8T303Q5IC72I88PYEPYU1Y6T,Tue Nov 04 07:54:46 PST 2014,"""English""",15,couch,inanimate,singular,definite,target,match,The couch is comfortable to sit on.,is comfortable to sit on.,7741
9GD3TSNOPKFEGUL8EN14HSX8PIU9LN,Tue Nov 04 07:54:46 PST 2014,"""English""",16,cheetah,animate,plural,indefinite,target,mismatch,Cheetahs run very fast.,run very fast.,5207
6FDY9D6YNR21ZOB0G7OHAYU52PQ1DW,Tue Nov 04 07:54:46 PST 2014,"""English""",17,towel,inanimate,plural,definite,target,mismatch,The towels are folded nicely.,are folded nicely.,7610
TVFTVA7MFHYAACT94ZVY9YLDM5KJ0Z,Tue Nov 04 07:54:46 PST 2014,"""English""",10,owl,animate,singular,indefinite,target,mismatch,An owl hoots at night.,hoots at night.,6003
XICDKH33ZIXEXDPSZEEPTDQ5MKEM0L,Tue Nov 04 07:54:46 PST 2014,"""English""",11,turtle,animate,plural,definite,target,match,The turtles walk slowly to the food.,walk slowly to the food.,13310
9LH4G5AHGW5M1DKWOFV398OHI125LT,Tue Nov 04 07:54:46 PST 2014,"""English""",12,toilet,inanimate,plural,indefinite,target,mismatch,Toilets need cleaning regularly.,need cleaning regularly.,8699
3DQQUY2DD96KDZG5H9OS5YGMYMQ7PT,Tue Nov 04 07:54:46 PST 2014,"""English""",13,kangaroo,animate,plural,definite,target,match,The kangaroos carry their young in a pouch.,carry their young in a pouch.,8160
Y255TND48IO4SLVOTY444DD1O2TTHW,Tue Nov 04 07:54:46 PST 2014,"""English""",18,fence,inanimate,singular,definite,target,match,The fence needs to be painted.,needs to be painted.,6417
6SYX3YHXROEZOBGU1E6IB2LSXTXS2B,Tue Nov 04 07:54:46 PST 2014,"""English""",19,pigeon,animate,plural,indefinite,target,mismatch,Pigeons are a pest in most cities.,are a pest in most cities.,8575
1RRRBNGPI3541GJ8226HAVNF1D0GA0,Tue Nov 04 07:54:46 PST 2014,"""English""",98,squirrel,animate,singular,definite,judgment,match,The squirrel lives in the tree.,5,5587
ARVTO7NS9B8Q46LTC30MMGXFYWMQRS,Tue Nov 04 07:54:46 PST 2014,"""English""",99,pigeon,animate,plural,indefinite,judgment,mismatch,Pigeons are a pest in most cities.,5,2740
UY5Q229P4POHTI4H4LM6FC0NB4M5HY,Tue Nov 04 07:54:46 PST 2014,"""English""",94,turtle,animate,plural,definite,judgment,match,The turtles walk slowly to the food.,1,6193
1LCB7BXV3HXCMNF23HOGW20IWVFEOS,Tue Nov 04 07:54:46 PST 2014,"""English""",95,dolphin,animate,plural,indefinite,judgment,match,Dolphins swim in pods.,5,3827
VIEM9JRO9CON4JXBO7NTT3J2VEA18J,Tue Nov 04 07:54:46 PST 2014,"""English""",96,television,inanimate,singular,indefinite,judgment,mismatch,A television is great to relax in front of.,2,3352
JG3MPOGOUQMHB6L2CTEY141BPALOIP,Tue Nov 04 07:54:46 PST 2014,"""English""",97,cow,animate,plural,definite,judgment,match,The cows are milked twice a day.,1,6166
UXNVDXBVZP8O2OM33B3T7P6NJC0TCZ,Tue Nov 04 07:54:46 PST 2014,"""English""",90,bear,animate,singular,indefinite,judgment,mismatch,A bear eats honey. ,2,4467
K12O4DBH8WMZYBYXSXGAD98QYCVASE,Tue Nov 04 07:54:46 PST 2014,"""English""",91,rabbit,animate,singular,definite,judgment,mismatch,The rabbit has soft fur.,5,4291
P72C2WBMRFUYQXU9BWWJDKYJ8T9PUA,Tue Nov 04 07:54:46 PST 2014,"""English""",92,cheetah,animate,plural,indefinite,judgment,mismatch,Cheetahs run very fast.,5,2654
V0NMPVVE3146TXR4O8H8N2FGV1K7RF,Tue Nov 04 07:54:46 PST 2014,"""English""",93,penguin,animate,singular,definite,judgment,mismatch,The penguin has a thick layer of fat.,5,2788
OVH2O5FD7TJP5A87CZT1T26947H26Y,Tue Nov 04 07:55:29 PST 2014,"""English""",61,towel,inanimate,plural,definite,judgment,mismatch,The towels were in the washing machine.,1,3768
NEBURHBD06RPHGCD22ZSI22WVXOZ0J,Tue Nov 04 07:55:29 PST 2014,"""English""",60,lion,animate,plural,indefinite,judgment,match,Lions live in prides.,5,3135
FVQZGBD9VMT8RH0I3NBR89EDB7KJPF,Tue Nov 04 07:55:29 PST 2014,"""English""",63,shark,animate,singular,definite,judgment,mismatch,The shark swam around looking for food.,1,3816
BKUB3BA8IZ6S76QSJZGUNLEO1KNPVL,Tue Nov 04 07:55:29 PST 2014,"""English""",62,knife,inanimate,plural,indefinite,judgment,match,Knives are sharp so be careful.,5,4099
PH42GT3KS8Q92LXGI1XPSRZGMJMNIK,Tue Nov 04 07:55:29 PST 2014,"""English""",65,toilet,inanimate,plural,definite,judgment,match,The toilets ran over.,1,3901
FV7JV64EI4SPPS1O1GN44D0ZFSVQI5,Tue Nov 04 07:55:29 PST 2014,"""English""",64,trumpet,inanimate,singular,indefinite,judgment,match,A trumpet is a musical instrument.,5,4160
EEJVXQRN6LLB5N39TKHLBT3E93U8IS,Tue Nov 04 07:55:29 PST 2014,"""English""",67,marble,inanimate,singular,definite,judgment,mismatch,The marble dropped off the table.,1,3693
AW8I00ZLTS194DDKXOXQK1IWWSYVX6,Tue Nov 04 07:55:29 PST 2014,"""English""",66,guitar,inanimate,singular,indefinite,judgment,match,A guitar is used by a rock band.,5,4112
RJ83800PNFS5CPJKX26XSIDW3NOH46,Tue Nov 04 07:55:29 PST 2014,"""English""",69,fence,inanimate,singular,definite,judgment,mismatch,The fence kept the dog from getting lost.,1,5290
WRJ1A7SFJADTXK1TQFLS8ZC6POXCR6,Tue Nov 04 07:55:29 PST 2014,"""English""",68,owl,animate,plural,indefinite,judgment,match,Owls hunt at night.,5,3272
SWVDLTIUWLU2FHZ2C23C9ZDE6IHUEH,Tue Nov 04 07:55:29 PST 2014,"""English""",72,lamp,inanimate,singular,indefinite,judgment,match,A lamp makes it easier to read in the living room.,5,4000
OPOIXKTSAEG7YSBZVSKOLRN7WA6IA1,Tue Nov 04 07:55:29 PST 2014,"""English""",73,peacock,animate,singular,definite,judgment,mismatch,The peacock showed off its plumage.,1,3856
7Z47ZJR7IN5RYXG29P023HPBL8UB65,Tue Nov 04 07:55:29 PST 2014,"""English""",70,couch,inanimate,plural,indefinite,judgment,mismatch,Couches belong in the living room.,5,3400
U0TJ3LJX7LDAS9EHXD6GP814VTYTOY,Tue Nov 04 07:55:29 PST 2014,"""English""",71,cow,animate,plural,definite,judgment,match,The cows need to be milked.,1,3778
GN3SUJX759W7QTX5R7XFUPD0LJ0OOV,Tue Nov 04 07:55:29 PST 2014,"""English""",76,shirt,inanimate,singular,indefinite,judgment,mismatch,A shirt is a good idea in the winter.,5,3367
FCG6ZDLVNB1B8JM8IWJ9OVO9V5DFW2,Tue Nov 04 07:55:29 PST 2014,"""English""",77,television,inanimate,singular,definite,judgment,match,The television needed dusting.,1,3705
3UFCXFZS03KAO6O0BTB07A0L8A0J6N,Tue Nov 04 07:55:29 PST 2014,"""English""",74,computer,inanimate,plural,definite,judgment,mismatch,The computers need to be turned off at night.,1,4054
WFR4XUDWMPK2SYW2EZARZZW3GI6XSH,Tue Nov 04 07:55:29 PST 2014,"""English""",75,piano,inanimate,plural,indefinite,judgment,match,Pianos are too heavy to carry.,5,3185
90F0SAKLEK1CDJC7PYGG1UJQNE5E2U,Tue Nov 04 07:55:29 PST 2014,"""English""",78,cat,animate,singular,indefinite,judgment,mismatch,A cat is good company for old ladies.,5,3197
PTIQTOZ4X2N2VJ0JRRP5E4BPBDBQVE,Tue Nov 04 07:55:29 PST 2014,"""English""",79,kite,inanimate,plural,indefinite,judgment,mismatch,Kites are fun to fly.,5,3428
I3GESG4T8JDM3NQ25ZQMF1RG6VQH3R,Tue Nov 04 07:55:29 PST 2014,"""English""",47,turtle,animate,plural,indefinite,target,match,Turtles have hard shells.,have hard shells.,8065
XDCIS7DSDGTB2YPK5JO0RCEMP9BQHS,Tue Nov 04 07:55:29 PST 2014,"""English""",46,football,inanimate,plural,definite,target,mismatch,The footballs needed to be inflated.,needed to be inflated.,13284
TFXZR5WV4Q2YMJIZEFUM55ASYNSIMK,Tue Nov 04 07:55:29 PST 2014,"""English""",45,shirt,inanimate,singular,indefinite,target,mismatch,A shirt is a good idea in the winter.,is a good idea in the winter.,10998
358IASFTV4A2RUTGY6PCK8AMOMSWVU,Tue Nov 04 07:55:29 PST 2014,"""English""",44,panda,animate,plural,definite,target,mismatch,The pandas ate some bamboo.,ate some bamboo.,9967
566D8K192SYK3NOBGBRMXXI0YMIDWF,Tue Nov 04 07:55:29 PST 2014,"""English""",43,butterfly,animate,singular,definite,target,match,The butterfly landed on a flower.,landed on a flower.,11501
6684MM7BLPG5ZRM5G6FJBO00Q90R96,Tue Nov 04 07:55:29 PST 2014,"""English""",42,rabbit,animate,singular,indefinite,target,match,A rabbit eats clover.,eats clover.,7133
EM5BFRZ1HQOH59TGGERZKGMIZEBFCW,Tue Nov 04 07:55:29 PST 2014,"""English""",41,lion,animate,plural,indefinite,target,match,Lions live in prides.,live in prides.,13099
BPX4067JJJA6K42RQZ6VXEFFFMJXRH,Tue Nov 04 07:55:29 PST 2014,"""English""",40,zipper,inanimate,singular,definite,target,match,The zipper was broken.,was broken.,6899
4I0CVI6UA7S9994Q6BP77TJZNNAGGI,Tue Nov 04 07:55:29 PST 2014,"""English""",49,elephant,animate,singular,indefinite,target,match,An elephant has a long trunk.,has a long trunk.,12381
CIV5NTB2ZV9N7OEMLF837FSPRSQROP,Tue Nov 04 07:55:29 PST 2014,"""English""",48,marble,inanimate,singular,definite,target,mismatch,The marble dropped off the table.,dropped off the table.,22150
VN93GHM6MQPS3DXMR36W638DLUCF2T,Tue Nov 04 07:55:29 PST 2014,"""English""",58,football,inanimate,plural,definite,judgment,mismatch,The footballs needed to be inflated.,1,4880
W59G4FN8IJQ4M9WTZU9Z73F55F8DC3,Tue Nov 04 07:55:29 PST 2014,"""English""",59,elephant,animate,singular,indefinite,judgment,match,An elephant has a long trunk.,5,5659
XZ6XJRNQ3XUM2T2YM40QZ498R0LCCP,Tue Nov 04 07:55:29 PST 2014,"""English""",50,tire,inanimate,plural,indefinite,target,match,Tires are round.,are round.,5606
HE1P6442ZHYSBV25HCCBF1SY8ZYQYN,Tue Nov 04 07:55:29 PST 2014,"""English""",51,shark,animate,singular,definite,target,mismatch,The shark swam around looking for food.,swam around looking for food.,10127
RKCKNCM726BCIK16A8SWT4RHS2JPGA,Tue Nov 04 07:55:29 PST 2014,"""English""",52,pigeon,animate,plural,definite,target,match,The pigeons made a mess on the driveway.,made a mess on the driveway.,10047
1KBBJB3ZRC4K6QKH2SQFXRGWLE7GJV,Tue Nov 04 07:55:29 PST 2014,"""English""",53,kangaroo,animate,singular,definite,judgment,match,The kangaroo had a baby in its pocket.,1,5180
4M8XWDAIU5RWX9GHYRDVXDRRPBE7LB,Tue Nov 04 07:55:29 PST 2014,"""English""",54,boat,inanimate,plural,definite,judgment,match,The boats were docked.,1,5284
9227CTXXD78WG1TE92UOFP489FQLOX,Tue Nov 04 07:55:29 PST 2014,"""English""",55,tire,inanimate,plural,indefinite,judgment,match,Tires are round.,5,4145
5E2CF3ZRIOQ2UQLNGUSVC8I9DQ9W4W,Tue Nov 04 07:55:29 PST 2014,"""English""",56,rabbit,animate,singular,indefinite,judgment,match,A rabbit eats clover.,4,5439
7JY6KLDRMR8HHQD8DS2ENYRHX15U26,Tue Nov 04 07:55:29 PST 2014,"""English""",57,bed,inanimate,singular,definite,judgment,match,The bed was already made.,1,3959
QRVOXLL48BI5UTM9YTBGSOKQAJW9BL,Tue Nov 04 07:55:29 PST 2014,"""English""",29,peacock,animate,singular,definite,target,mismatch,The peacock showed off its plumage.,showed off its plumage.,9498
MPIRBRSFS8I47AMJPQESMW4TWXR6KL,Tue Nov 04 07:55:29 PST 2014,"""English""",28,trumpet,inanimate,singular,indefinite,target,match,A trumpet is a musical instrument.,is a musical instrument.,11051
RNOS0CM2ICMDT3XEW9SWVS936QF6A0,Tue Nov 04 07:55:29 PST 2014,"""English""",25,bed,inanimate,singular,definite,target,match,The bed was already made.,was already made.,8919
V1NR12OYIU7AY858A5EGBHW08FQK0O,Tue Nov 04 07:55:29 PST 2014,"""English""",24,bear,animate,singular,indefinite,target,mismatch,A bear hibernates in the winter.,hibernates in the winter.,14003
YOR6I91GJZ73G2UAXPNZFXIZI9TWX1,Tue Nov 04 07:55:29 PST 2014,"""English""",27,pig,animate,plural,indefinite,target,mismatch,Pigs don't sweat.,don't sweat.,9499
HTRW3242TR2FRJ0ZMH6E4C8YF9XALB,Tue Nov 04 07:55:29 PST 2014,"""English""",26,fox,animate,plural,definite,target,mismatch,The foxes killed the pet dogs.,killed the pet dogs.,8396
KZ1S57MWGUB1Q0L5GJUNC2LMPT33N4,Tue Nov 04 07:55:29 PST 2014,"""English""",21,skunk,animate,plural,indefinite,target,mismatch,Skunks can be smelly.,can be smelly.,8715
AQF04NVNWEKJOLX34G3PAGJ0Z2IBNN,Tue Nov 04 07:55:29 PST 2014,"""English""",20,camel,animate,plural,definite,target,match,The camels were finally getting thirsty.,were finally getting thirsty.,11884
LG5MHU39WX9MH527P7II5JF4E04F34,Tue Nov 04 07:55:29 PST 2014,"""English""",23,light bulb,inanimate,singular,definite,target,mismatch,The light bulb needed to be changed.,needed to be changed.,8392
MJ02XEI272KBVRZJEE12VCBQG214VO,Tue Nov 04 07:55:29 PST 2014,"""English""",22,boat,inanimate,plural,definite,target,match,The boats were docked.,were docked.,10606
U9QVA2C31PD3HHENLW59ZWCR8EYAOP,Tue Nov 04 07:55:29 PST 2014,"""English""",100,zipper,inanimate,singular,definite,judgment,match,The zipper was broken.,1,3330
5HMBLN54I1ZN7MJE6VE0DAC57Y4LY2,Tue Nov 04 07:55:29 PST 2014,"""English""",6,chair,inanimate,plural,definite,target,match,The chairs were stacked in the gym.,were stacked in the gym.,8318
W1XXEVO6DJJ0EU1DGRC41DHXVK06ID,Tue Nov 04 07:55:29 PST 2014,"""English""",7,kangaroo,animate,singular,definite,target,match,The kangaroo had a baby in its pocket.,had a baby in its pocket.,12053
PH5M7H1KHK4G8TI9DD2NPP5BMA1UWR,Tue Nov 04 07:55:29 PST 2014,"""English""",4,sword,inanimate,plural,definite,example,match,The swords were hanging on the wall.,were hanging on the wall.,8815
ZYFLO4SBLOG9UTBYH8AKXZ2R34EIPQ,Tue Nov 04 07:55:29 PST 2014,"""English""",5,car,inanimate,singular,indefinite,target,mismatch,A car was parked in the driveway.,was parked in the driveway.,8643
Y6UYFHQ6B1FVE2ZHWJWTQU06FPPOIZ,Tue Nov 04 07:55:29 PST 2014,"""English""",2,bus,inanimate,singular,definite,example,mismatch,The bus stopped,stopped,6999
EFMJ9LPBFZ8YIYF0CXPI2I3XG96417,Tue Nov 04 07:55:29 PST 2014,"""English""",3,mouse,animate,singular,indefinite,example,match,A mouse got in my basement,got in my basement,9948
JQU396022W3LV3KBLG4RL7XWW1IR05,Tue Nov 04 07:55:29 PST 2014,"""English""",1,zebra,animate,plural,indefinite,example,mismatch,Zebras have stripes.,have stripes.,8718
4MCSXIFMWO2RMU9SV9HGXVF0SA5TGP,Tue Nov 04 07:55:29 PST 2014,"""English""",8,kite,inanimate,plural,indefinite,target,mismatch,Kites are fun to fly.,are fun to fly.,7212
DMPX2YXBHLRLU1BBU8CRSZ33CVE5KW,Tue Nov 04 07:55:29 PST 2014,"""English""",9,clock,inanimate,singular,indefinite,target,mismatch,A clock was ticking.,was ticking.,6353
33N8PLDWUXURG5Z9M9HD0YY24FQXLL,Tue Nov 04 07:55:29 PST 2014,"""English""",38,owl,animate,plural,indefinite,target,match,Owls hunt at night.,hunt at night.,6850
UID74BOOF1PQ81KZL1IZK9BVXDM2LC,Tue Nov 04 07:55:29 PST 2014,"""English""",39,towel,inanimate,plural,definite,target,mismatch,The towels were in the washing machine.,were in the washing machine.,13667
RAKSOSNU3ZD8DQZG9UPHFUPOGFM3EQ,Tue Nov 04 07:55:29 PST 2014,"""English""",36,fence,inanimate,singular,definite,target,mismatch,The fence kept the dog from getting lost.,kept the dog from getting lost.,12048
LEA18V5TELCS85M9QSGW2JBU9UNO4Y,Tue Nov 04 07:55:29 PST 2014,"""English""",37,penguin,animate,singular,indefinite,target,mismatch,A penguin likes cold weather.,likes cold weather.,7400
SJZ7FW8X4DOAQU4II5LC2FKYNA5L7G,Tue Nov 04 07:55:29 PST 2014,"""English""",34,lamp,inanimate,singular,indefinite,target,match,A lamp makes it easier to read in the living room.,makes it easier to read in the living room.,31180
QLPT450TYL3F09UU84ZQIX0CYC062G,Tue Nov 04 07:55:29 PST 2014,"""English""",35,toilet,inanimate,plural,definite,target,match,The toilets ran over.,ran over.,6649
N5BHEOF7Y0HF9EFRQ3Z4M3QNDHPTG9,Tue Nov 04 07:55:29 PST 2014,"""English""",32,dog,animate,plural,definite,target,mismatch,The dogs were hungry.,were hungry.,9397
DP5XMV0ICEZQZNH9BJF2PI979YNVTL,Tue Nov 04 07:55:29 PST 2014,"""English""",33,couch,inanimate,plural,indefinite,target,mismatch,Couches belong in the living room.,belong in the living room.,11535
9E0UWB9Z5MOXEQW5EGAKQF1CXS02BB,Tue Nov 04 07:55:29 PST 2014,"""English""",30,guitar,inanimate,singular,indefinite,target,match,A guitar is used by a rock band.,is used by a rock band.,15635
M9QG3FRRXN4ZWDH3VQQ7OSZCUN5NZB,Tue Nov 04 07:55:29 PST 2014,"""English""",31,piano,inanimate,plural,indefinite,target,match,Pianos are too heavy to carry.,are too heavy to carry.,9185
96WU1TCXFV8JDLNHJZ2G4VOEN4HXRN,Tue Nov 04 07:55:29 PST 2014,"""English""",89,camel,animate,plural,definite,judgment,match,The camels were finally getting thirsty.,1,3501
VQ8WDFUAZL2NJMRRC8XZ0CJXW46JZ2,Tue Nov 04 07:55:29 PST 2014,"""English""",88,car,inanimate,singular,indefinite,judgment,mismatch,A car was parked in the driveway.,1,4034
E16TWEUYVTKPHRMVSPCBGI09I247EO,Tue Nov 04 07:55:29 PST 2014,"""English""",83,panda,animate,plural,definite,judgment,mismatch,The pandas ate some bamboo.,1,3857
HFTO8MT0PXOBKWFATFYDBL5ZQ23MJC,Tue Nov 04 07:55:29 PST 2014,"""English""",82,bear,animate,singular,indefinite,judgment,mismatch,A bear hibernates in the winter.,5,8243
Z7EQB6SCK9FUPXC7HH85RFRUHXPE1K,Tue Nov 04 07:55:29 PST 2014,"""English""",81,light bulb,inanimate,singular,definite,judgment,mismatch,The light bulb needed to be changed.,1,3961
000MAE3XGRYYKABJ8QNW3BZEVR0I22,Tue Nov 04 07:55:29 PST 2014,"""English""",80,fox,animate,plural,definite,judgment,mismatch,The foxes killed the pet dogs.,1,4010
XATPNK37I362RA1UKYNUEZR6LUPC5D,Tue Nov 04 07:55:29 PST 2014,"""English""",87,bicycle,inanimate,plural,indefinite,judgment,mismatch,Bicycles are a good form of transportation.,5,4899
M69ZR0U7CMANTP6C2Y9FIIC9HIIB90,Tue Nov 04 07:55:29 PST 2014,"""English""",86,butterfly,animate,singular,definite,judgment,match,The butterfly landed on a flower.,1,4339
KDPPWPEVYTJBMK739N5MQKOU304E0I,Tue Nov 04 07:55:29 PST 2014,"""English""",85,pigeon,animate,plural,definite,judgment,match,The pigeons made a mess on the driveway.,1,3864
HTQSQJKPIDD0F6KE5WXSOSLE583OBZ,Tue Nov 04 07:55:29 PST 2014,"""English""",84,skunk,animate,plural,indefinite,judgment,mismatch,Skunks can be smelly.,5,3324
XMOV1SKPN8SOYS9EDFZ58EYRX6GYK0,Tue Nov 04 07:55:29 PST 2014,"""English""",14,cat,animate,singular,indefinite,target,mismatch,A cat is good company for old ladies.,is good company for old ladies.,10287
AY6U2J3WMJKUA90V4YLP7GZN0DMZ5K,Tue Nov 04 07:55:29 PST 2014,"""English""",15,knife,inanimate,plural,indefinite,target,match,Knives are sharp so be careful.,are sharp so be careful.,16377
BM2YAE6IPFUXC6131O5ENA7L99LDHX,Tue Nov 04 07:55:29 PST 2014,"""English""",16,squirrel,animate,singular,definite,target,mismatch,The squirrel ran up the tree.,ran up the tree.,9933
OKQ0596FJCLUDV5596OTNCKE4JT7CM,Tue Nov 04 07:55:29 PST 2014,"""English""",17,bicycle,inanimate,plural,indefinite,target,mismatch,Bicycles are a good form of transportation.,are a good form of transportation.,13480
0YNMF36FNOUUWFIHYAXWLLF4PS7WYC,Tue Nov 04 07:55:29 PST 2014,"""English""",10,computer,inanimate,plural,definite,target,mismatch,The computers need to be turned off at night.,need to be turned off at night.,12915
PV1OHQ2WHEDONIR47IK011SY5DRLMA,Tue Nov 04 07:55:29 PST 2014,"""English""",11,cheetah,animate,singular,definite,target,match,The cheetah runs very fast.,runs very fast.,6930
DB26KILCHKG8EA4JZ45ATG5OZ8Q27Y,Tue Nov 04 07:55:29 PST 2014,"""English""",12,gorilla,animate,plural,indefinite,target,mismatch,Gorillas are endangered.,are endangered.,13155
0S0H59K0BCAYGOE8IMDS9S7GW46PSC,Tue Nov 04 07:55:29 PST 2014,"""English""",13,cow,animate,plural,definite,target,match,The cows need to be milked.,need to be milked.,9028
8J0VNJOGKMC4QKXGRG7J9KAUF1Y7S5,Tue Nov 04 07:55:29 PST 2014,"""English""",18,television,inanimate,singular,definite,target,match,The television needed dusting.,needed dusting.,8316
SQRPZZ6I64JJ9JTLIRNWM947U8UHTK,Tue Nov 04 07:55:29 PST 2014,"""English""",19,dolphin,animate,singular,indefinite,target,match,A dolphin jumped in the ocean.,jumped in the ocean.,13250
EDT6AE5HI51SP9B1YU7ENFO7I9P9QT,Tue Nov 04 07:55:29 PST 2014,"""English""",98,chair,inanimate,plural,definite,judgment,match,The chairs were stacked in the gym.,1,3877
F2JHZZVBAWAE6N587X45ZO155FMCZ9,Tue Nov 04 07:55:29 PST 2014,"""English""",99,pig,animate,plural,indefinite,judgment,mismatch,Pigs don't sweat.,5,3185
6GU5FP5TXJTWGM4ZXCXL50ZXS3F1NC,Tue Nov 04 07:55:29 PST 2014,"""English""",94,gorilla,animate,plural,indefinite,judgment,mismatch,Gorillas are endangered.,5,4582
8U22TETNCWGMNJU9HOHAOAJYQTQONK,Tue Nov 04 07:55:29 PST 2014,"""English""",95,clock,inanimate,singular,indefinite,judgment,mismatch,A clock was ticking.,1,4133
1DY7TGD2RMWTS8GYP8I7545KL8BD65,Tue Nov 04 07:55:29 PST 2014,"""English""",96,dog,animate,plural,definite,judgment,mismatch,The dogs were hungry.,1,3780
BVNMLW1QOFFO3WY969X9XO21M67YAT,Tue Nov 04 07:55:29 PST 2014,"""English""",97,dolphin,animate,singular,indefinite,judgment,match,A dolphin jumped in the ocean.,1,4560
KQE5Y2ITHNG9PSFH076DVQPAUNADPD,Tue Nov 04 07:55:29 PST 2014,"""English""",90,cheetah,animate,singular,definite,judgment,match,The cheetah runs very fast.,5,3754
K34O7IWBCXZEPNLXTGRRDDPHB8HTBD,Tue Nov 04 07:55:29 PST 2014,"""English""",91,turtle,animate,plural,indefinite,judgment,match,Turtles have hard shells.,5,3512
GWKEVJHL6AZI6NLNRM2UYN5WMAZ939,Tue Nov 04 07:55:29 PST 2014,"""English""",92,penguin,animate,singular,indefinite,judgment,mismatch,A penguin likes cold weather.,5,4229
UF0BZLVK9OXBJB2LTLFWKR6PDLBQS9,Tue Nov 04 07:55:29 PST 2014,"""English""",93,squirrel,animate,singular,definite,judgment,mismatch,The squirrel ran up the tree.,1,8554
OOWIDVJINHZBXG3VIYPCB3BF9SGY2E,Tue Nov 04 07:57:26 PST 2014,"""english""",61,pigeon,animate,plural,definite,judgment,match,The pigeons are dirty,3,4381
VJJRN23VTC5WPLLX18JYC4ZM1U7EH9,Tue Nov 04 07:57:26 PST 2014,"""english""",60,football,inanimate,singular,definite,judgment,mismatch,The football is fun to throw on the beach,3,3017
MHP79RR9OJH7TOZRNWPGLFJMR1A5IS,Tue Nov 04 07:57:26 PST 2014,"""english""",63,television,inanimate,singular,indefinite,judgment,mismatch,A television is fun to have,3,6397
WV3ZU1LQB1LS5MZZPP8I2L8V2DU51S,Tue Nov 04 07:57:26 PST 2014,"""english""",62,kite,inanimate,singular,definite,judgment,mismatch,The kite is flowing in the wind,2,2920
OOX45EXB7X2TMKQVP9HWOASCFEWNNP,Tue Nov 04 07:57:26 PST 2014,"""english""",65,towel,inanimate,plural,definite,judgment,mismatch,The towels are so soft,4,5000
TWKNL9VC7VV5I1KDR2MA56RT4FE7MJ,Tue Nov 04 07:57:26 PST 2014,"""english""",64,piano,inanimate,plural,indefinite,judgment,match,Pianos sound good,3,2983
V8CLN7ZDME7UKV8YM7N1AJIC1OG6ZY,Tue Nov 04 07:57:26 PST 2014,"""english""",67,cheetah,animate,singular,indefinite,judgment,match,A cheetah is fast,4,2469
3H5KZ205NR0S6B9Z63HA3QD7ZZD2IT,Tue Nov 04 07:57:26 PST 2014,"""english""",66,boat,inanimate,plural,indefinite,judgment,match,Boats are nice to go on,4,4151
QLHU8KIERFVR8UJ6WW11Y71C6VZ069,Tue Nov 04 07:57:26 PST 2014,"""english""",69,toilet,inanimate,singular,indefinite,judgment,mismatch,A toilet is dirty,2,4051
WS7P7KPG50223WYAWV4B5SY11SLXCK,Tue Nov 04 07:57:26 PST 2014,"""english""",68,bed,inanimate,singular,definite,judgment,match,The bed is comfy,2,3380
14IKLK6XR2IOZXBIW7E1CNG4XL6J7G,Tue Nov 04 07:57:26 PST 2014,"""english""",72,chair,inanimate,singular,definite,judgment,match,The chair is not comfy,4,2800
Z1BX0CK91ZUDMRN2CJMPVI8PAYB811,Tue Nov 04 07:57:26 PST 2014,"""english""",73,bear,animate,plural,definite,judgment,match,The bears are mean,3,2484
7JZFD7LUZ3YH42WAYFXP0VKOR9JKC8,Tue Nov 04 07:57:26 PST 2014,"""english""",70,penguin,animate,plural,definite,judgment,mismatch,The penguins are fun to look at,2,3602
EHZ5W0ZKR6U6UDZKEQTN0ULA41G1OL,Tue Nov 04 07:57:26 PST 2014,"""english""",71,shark,animate,plural,indefinite,judgment,match,Sharks have sharp teeth,4,2130
6E6K27LC2GJVES0RBBCIOW46T2CL8Z,Tue Nov 04 07:57:26 PST 2014,"""english""",76,fox,animate,plural,indefinite,judgment,mismatch,Foxes are rabid,4,2235
JZWJBQQ53ZEX8P0ZU8FQSKOYJTWDKJ,Tue Nov 04 07:57:26 PST 2014,"""english""",77,dog,animate,plural,definite,judgment,match,The dogs are always running,5,2732
UP054CSV32GL13MJC13B5AL9RUWK3S,Tue Nov 04 07:57:26 PST 2014,"""english""",74,peacock,animate,singular,indefinite,judgment,mismatch,A peacock is pretty,2,2250
B7ULMCDLE2I9PX1N6KEBKIFF7O0HNC,Tue Nov 04 07:57:26 PST 2014,"""english""",75,dolphin,animate,singular,definite,judgment,match,The dolphin jumps throught the water,3,2283
AVI4HU2B9WODS4CV9I5MJPZM3UNS3G,Tue Nov 04 07:57:26 PST 2014,"""english""",78,rabbit,animate,singular,definite,judgment,mismatch,The rabbit can jump and run fast,4,2219
ULBQ7BPH7GGC2RMBIDBQ9YOFVWOCCA,Tue Nov 04 07:57:26 PST 2014,"""english""",79,panda,animate,singular,indefinite,judgment,mismatch,A panda is fat,3,2017
