WorkerId,SubmitTime,Answer 41,animacy,number,definiteness,tense,qud,context,subject,sentence,naturalness,rt,question_number,type
1GDN7PJWWYH068NHV2NOIXWAMI2OD5,Wed Jun 29 10:13:09 PDT 2016,"""English""",animate,singular,definite,past,Tell me about bears.,generic,bear,The bear climbed trees.,1,3356,22,target
1P77LAM3ADNKU1RIGIWN5R4PWRNBGZ,Wed Jun 29 10:13:09 PDT 2016,"""English""",animate,singular,definite,progressive,,bare,kangaroo,The kangaroo is carrying its baby in a pouch.,1,6595,40,target
E099U5CHJNANL0NHJKQ56HE4ASBC2S,Wed Jun 29 10:13:09 PDT 2016,"""English""",inanimate,plural,indefinite,present,,bare,frying pan,Frying pans sizzle.,1,5830,6,target
7ISKBHBUB37QZIHQLG4RCDO8OX1UCH,Wed Jun 29 10:13:09 PDT 2016,"""English""",inanimate,plural,definite,present,Tell me what's happening.,specific,towel,The towels soak up water.,2,5349,7,target
6UAFE7FEG4FE6NWCYMSE2MUIGQ0TEW,Wed Jun 29 10:13:09 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me what's happening.,specific,bus,My father used to drive a bus.,3,7019,4,example
ITLMK8RATWFAF1N3W31NU4VUISMMPH,Wed Jun 29 10:13:09 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me about computers.,generic,computer,The computers connected to the internet.,2,4806,5,target
S6GTE1XU4QDGOGWCWFSZ5CXZ42NWLS,Wed Jun 29 10:13:09 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,mouse,A mouse is being chased by a cat.,5,5136,2,example
6HDCVH3TJWGSXGVJZVX1HRSBO2F6Q8,Wed Jun 29 10:13:09 PDT 2016,"""English""",animate,singular,definite,present,Tell me about zebras.,generic,zebra,Zebras have stripes.,5,3497,3,example
4Z3LGETJDCQIP3587SPLZKOMRLGE2V,Wed Jun 29 10:13:09 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me about swords.,generic,sword,The moon is made of green cheese.,1,8219,1,example
AQXSHPVMWXHTMTNILIJKHGTB02D2TD,Wed Jun 29 10:13:09 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me about peacocks.,generic,peacock,A peacock is displaying its feathers.,1,6350,8,target
25SKLSTKHLDJPZLEIYNDFI8BOZ670Q,Wed Jun 29 10:13:09 PDT 2016,"""English""",inanimate,plural,definite,present,,bare,camera,The cameras record video.,1,5261,9,target
HIMU9V62NXRGZFC8TTYDIK5R43LM2E,Wed Jun 29 10:13:09 PDT 2016,"""English""",animate,singular,indefinite,past,Tell me about pigeons.,generic,pigeon,A pigeon bobbed its head.,1,4099,14,target
K6GPQ43VZ76OEH3SBMKEA3KZ02WNXK,Wed Jun 29 10:13:09 PDT 2016,"""English""",inanimate,singular,indefinite,progressive,Tell me what's happening.,specific,telephone,A telephone is ringing.,5,2772,15,target
G8EAQ3R428Q7ZWX3C8LBTZYA1MDTUT,Wed Jun 29 10:13:09 PDT 2016,"""English""",animate,plural,indefinite,progressive,,bare,butterfly,Butterflies are flapping their wings.,1,3564,16,target
E75GSQUIJAFQT1374TFLLWXDRNVJD7,Wed Jun 29 10:13:09 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me what's happening.,specific,car,The cars traveled on the highway.,1,3380,17,target
DA1L3XA0SK4ICHWC4OX6F2GNJQ94Z5,Wed Jun 29 10:13:09 PDT 2016,"""English""",animate,singular,definite,present,Tell me what's happening.,specific,owl,The owl hoots.,4,3792,10,target
SH2CE99FHTC08N2AIDYWHY1RJQ9LC9,Wed Jun 29 10:13:09 PDT 2016,"""English""",animate,plural,indefinite,present,Tell me about turtles.,generic,turtle,Turtles move slowly.,5,3474,11,target
0MOVYHMBAFXMW1C0JP1OFA7BIZWFCF,Wed Jun 29 10:13:09 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me what's happening.,specific,kite,Kites float in the breeze.,1,4859,12,target
J7V31T3C23NGQY1OH2QTIWJVU33BL5,Wed Jun 29 10:13:09 PDT 2016,"""English""",inanimate,singular,definite,past,,bare,boat,The boat sailed across the sea.,1,6830,13,target
3IE271OYHEJ5LFGXB8Z2TSLVI9JHT6,Wed Jun 29 10:13:09 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me about pandas.,generic,panda,The panda is eating bamboo.,3,4361,36,target
VSBZRF7OB7OBU45393654GE6PZI1GA,Wed Jun 29 10:13:09 PDT 2016,"""English""",inanimate,singular,definite,progressive,Tell me what's happening.,specific,piano,The piano is playing music.,5,3860,37,target
9F3JR5EMNAQB9H8SSZSUROZVOPNJ4H,Wed Jun 29 10:13:09 PDT 2016,"""English""",animate,plural,definite,progressive,Tell me about dolphins.,generic,dolphin,The dolphins are swimming in a pod.,4,4468,34,target
VZGY6IQ228OIYUGQV3WWAFRETME07P,Wed Jun 29 10:13:09 PDT 2016,"""English""",animate,singular,indefinite,present,,bare,shark,A shark attacks swimmers.,1,2828,35,target
X6EWFJ4A4MNOIDJUSS78EQTH2SFAP4,Wed Jun 29 10:13:09 PDT 2016,"""English""",inanimate,singular,indefinite,progressive,,bare,hose,A hose is spraying water.,4,4012,18,target
1VWDXURPFLS929S8JDHDUHSNGDY6OB,Wed Jun 29 10:13:09 PDT 2016,"""English""",inanimate,plural,indefinite,past,Tell me about escalators.,generic,escalator,Escalators carried people upstairs.,1,3817,19,target
Q8F9C7U6RM6V20B2RAH09CA8AXI8RV,Wed Jun 29 10:13:09 PDT 2016,"""English""",animate,plural,indefinite,past,Tell me what's happening.,specific,pig,Pigs rolled in the mud.,2,5601,30,target
NOVIP0KG2GVL5V6R9NI3KOIE6PVUBL,Wed Jun 29 10:13:09 PDT 2016,"""English""",inanimate,plural,definite,past,,bare,microwave,The microwaves heated up food.,1,5083,31,target
DEH55H8BFEMMSNKUDCOVESVKVWYS9B,Wed Jun 29 10:13:09 PDT 2016,"""English""",inanimate,plural,definite,present,Tell me about toilets.,generic,toilet,The toilets flush.,5,2980,38,target
9ATD0BB173HYMHM9XW3T27R103665T,Wed Jun 29 10:13:09 PDT 2016,"""English""",animate,plural,indefinite,progressive,Tell me what's happening.,specific,camel,Camels are carrying supplies through the desert.,5,2865,32,target
7M1QN0M8FW680GFIG3V7K4S5CZZU5D,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,plural,definite,present,Tell me what's happening.,specific,kite,The kites float in the breeze.,4,5363,33,target
T5HWYNWXJ19TNN88A2ZKXF2YRGUIST,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,plural,definite,past,,bare,boat,The boats sailed across the sea.,5,4127,39,target
J95ZIRUNB1UN7ITQ07D5GMK666PNK3,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,plural,indefinite,progressive,Tell me what's happening.,specific,escalator,Escalators are carrying people upstairs.,5,5399,29,target
HP0NJQBTTTI0YAXSPANV904S4QHNBR,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,plural,definite,past,Tell me about pandas.,generic,panda,The pandas ate bamboo.,3,5974,28,target
B0N5XAQGCWDQVQ5I4QVLQZNH69GC8G,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,plural,definite,progressive,Tell me about camels.,generic,camel,The camels are carrying supplies through the desert.,3,5866,25,target
QT6RAH1I8SKSNRYA810YNMCENJGW63,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,plural,indefinite,past,,bare,camera,Cameras recorded video.,5,3479,24,target
K0PDJY6AWILVHQ7GWS9P8WK9I7WI4K,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,plural,definite,progressive,,bare,car,The cars are traveling on the highway.,5,4462,27,target
FTUS2M7ZH1N81CI4PBBKLFFFXXP6S0,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me what's happening.,specific,piano,Pianos play music.,2,7596,26,target
R2KXZCCLIJROXTSPC9QBZRR93KXA4M,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,plural,definite,past,Tell me what's happening.,specific,gorilla,The gorillas pounded their chests.,5,8292,21,target
LRY1PJNX0ON1CWVY7W0ZOJT0AUANAJ,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me about pigeons.,generic,pigeon,The pigeon is bobbing its head.,3,5842,20,target
FANF68I5ZNS4JHYE7WT3CYWARIHGAC,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,singular,definite,past,Tell me what's happening.,specific,kangaroo,The kangaroo carried its baby in a pouch.,5,7713,23,target
E3R7XFE1G3DM0YT9PEPJFRBBA4OOGM,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,singular,definite,progressive,,bare,pig,The pig is rolling in the mud.,5,3946,22,target
2ZQUPMHRQ4MR0AB7OP04WQFJKI7EAW,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,singular,definite,present,Tell me what's happening.,specific,turtle,The turtle moves slowly.,4,4883,40,target
8B9OOZ4V4HJT8SUE20L6MSKXB9CNL2,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,singular,indefinite,present,,bare,butterfly,A butterfly flaps its wings.,4,8841,6,target
PRDR0H8YXAVW754Q7OJ5ZICMRKGKKB,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,plural,indefinite,past,Tell me what's happening.,specific,dog,Dogs gnawed on bones.,4,8267,7,target
9A0UR1SYMUBR7R65IA5LNUT7SX4HJU,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me what's happening.,specific,bus,My father used to drive a bus.,2,19281,4,example
T6JCWQA9K006CWIDMMROMS1TDRTKP1,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,plural,indefinite,progressive,Tell me about bears.,generic,bear,Bears are climbing trees.,4,7763,5,target
M3VM9M60V6JXC8LUYL1MVZJMNG0Q5Z,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,mouse,A mouse is being chased by a cat.,5,13964,2,example
HNZY4ITQCJERF3WY0K8NYQZRRTKZE0,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,singular,definite,present,Tell me about zebras.,generic,zebra,Zebras have stripes.,5,8662,3,example
VJS3PEPOFY56R96D09M3DMYGQ5GP0T,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me about swords.,generic,sword,The moon is made of green cheese.,1,15706,1,example
AEF3QBQFUIC0CRKTO76IP3AK6TTTD2,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,singular,indefinite,progressive,,bare,marble,A marble is rolling on the floor.,5,4775,8,target
P2G34PV2Y4YZ9APTJD1FBT5LKLX28Z,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,plural,definite,present,Tell me about towels.,generic,towel,The towels soak up water.,5,5050,9,target
XKIVG01NX9XABBGHEBP9ZT1EZCRUC3,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,singular,definite,past,,bare,owl,The owl hooted.,5,3528,14,target
J0RAVYJYX6IMDUXQLI198G9E1CH125,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,plural,indefinite,present,Tell me about cats.,generic,cat,Cats sleep a lot.,5,4197,15,target
PIS5CRTYRUGT5UODEJCE7E4OT1B9QB,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me what's happening.,specific,hose,A hose sprayed water.,5,3876,16,target
U1GW75EQH15P2Q1GTWY6T1ILAY5U80,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,plural,indefinite,past,Tell me about computers.,generic,computer,Computers connected to the internet.,3,9802,17,target
PLETFLMXJKNDKCYHB0WOVF1I47PLTR,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,plural,definite,progressive,Tell me what's happening.,specific,frying pan,The frying pans are sizzling.,5,5510,10,target
K4Z3HTKQ38T5G5YX05H2P5DD457CR4,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,singular,definite,present,Tell me about crayons.,generic,crayon,The crayon melts in the sun.,4,9179,11,target
8F7896TCU2MZGMIZQA3D37BVDFMN4G,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,plural,indefinite,present,,bare,microwave,Microwaves heat up food.,5,4607,12,target
DPTK0J1PMX6TA9LJC75BMQKUD4D76F,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,singular,indefinite,progressive,Tell me what's happening.,specific,telephone,A telephone is ringing.,5,3597,13,target
H8O3VO3C4CA4AZ9LLX4AEK1N5KMM1J,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,singular,definite,past,Tell me about squirrels.,generic,squirrel,The squirrel buried nuts.,3,4907,36,target
K9JBG40QJ0GT9JD2FOVTVOHP47NUVS,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,plural,definite,present,,bare,shark,The sharks attack swimmers.,5,6515,37,target
ME7CBN0T0CP084VAA5O9VFIVIG1LT0,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,singular,indefinite,past,,bare,peacock,A peacock displayed its feathers.,5,3418,34,target
ZJU8C8TNNBDNN0G801L05VX2QK785Z,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,singular,indefinite,present,Tell me what's happening.,specific,lion,A lion chases antelope.,4,6011,35,target
QDE3UTAJBJ7RJFLLYT1SCR8RF29V4Y,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me what's happening.,specific,dolphin,The dolphin is swimming in a pod.,5,5301,18,target
OT9GL9H8DHTXSQAAGCRHTY7O2BL7R0,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,plural,indefinite,progressive,,bare,ATM,ATMs are dispensing money.,5,4774,19,target
GHQR8V99AK9JU23WPWRA7G2Q62JN9J,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me about light bulbs.,generic,light bulb,A light bulb burned out.,2,11638,30,target
PDE89VFSHHKT2M06ZZD716XVCMRC00,Wed Jun 29 10:13:27 PDT 2016,"""English""",animate,singular,definite,present,,bare,cheetah,The cheetah runs fast.,5,4691,31,target
QNK7LUM4FDR5WYP6C0JTKYX8S7WJ38,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,singular,indefinite,progressive,Tell me about footballs.,generic,football,A football is spiraling in the air.,3,7112,38,target
8339UI00GHYKZSF80OHQXL39P4ZIW5,Wed Jun 29 10:13:27 PDT 2016,"""English""",inanimate,singular,indefinite,present,Tell me about toilets.,generic,toilet,A toilet flushes.,4,6609,32,target
P0IWP9H5QSYLA0DINBG05AACR6T7RR,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me about camels.,generic,camel,A camel is carrying supplies through the desert.,5,8652,33,target
PDOH5KSXSHFKEI44NWN9HGDN04Q2RA,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,plural,definite,progressive,,bare,bear,The bears are climbing trees.,2,7411,39,target
APDZWSNXE8CLVA2O8ECZOWDP8GOPVA,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,plural,definite,present,Tell me what's happening.,specific,ATM,The ATMs dispense money.,1,2389,29,target
R5P5BGISRURUG01ST4HSZWJ6KYX63L,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,singular,definite,past,Tell me about kites.,generic,kite,The kite floated in the breeze.,5,2730,28,target
QPYYUDJU1TLSCFBQEDVLYAHBZ3S8JL,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,singular,definite,present,Tell me about frying pans.,generic,frying pan,The frying pan sizzles.,5,9829,25,target
O878V941488TF9AXBRGE1R7V01DLZ2,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,singular,definite,past,,bare,piano,The piano played music.,1,8951,24,target
T0T1U3FW5TT2VNMQMKPUFWH757DWQN,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,plural,indefinite,past,Tell me what's happening.,specific,car,Cars traveled on the highway.,1,6646,27,target
FLWF3JXFKJXAI8D1VAHYQRR1U8H3P3,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,plural,definite,present,,bare,camera,The cameras record video.,5,28168,26,target
RJTMOEI31C7OT8NSLKPZN9N9RF8V6E,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me what's happening.,specific,cheetah,The cheetah is running fast.,1,19901,21,target
1BWM7VIP5ZDPJNW7PRNA5HR1SMTFS4,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,plural,indefinite,progressive,,bare,gorilla,Gorillas are pounding their chests.,1,17608,20,target
Q4BZA4CVFMBKW3BMW2B6AOUDHO8BZO,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,plural,definite,past,Tell me what's happening.,specific,panda,The pandas ate bamboo.,1,15071,23,target
MCPVCXNID8GU2PGXOQC6TAOUJA2QCL,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,plural,indefinite,present,Tell me about kangaroos.,generic,kangaroo,Kangaroos carry their babies in pouches.,5,3266,22,target
VCVQG3VTSPEYEIRHARYJVHJD4ZLDFZ,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,singular,indefinite,present,Tell me about marbles.,generic,marble,A marble rolls on the floor.,5,20377,40,target
LIQDQPYYAKXORHT8DV9XC5MTQWUKW9,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,singular,definite,progressive,Tell me about pigeons.,generic,pigeon,The pigeon is bobbing its head.,4,10374,6,target
1OXEX43IXQPDEAP8PEQRSENY8TEBFA,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,singular,indefinite,past,Tell me what's happening.,specific,escalator,An escalator carried people upstairs.,2,5048,7,target
X9HDW272KUGOI2EMK7039JZ0EU1N2M,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me what's happening.,specific,bus,My father used to drive a bus.,1,5273,4,example
VMPX1W6YAGW801XXSHR7R7KL1ML8QK,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,plural,definite,past,,bare,shark,The sharks attacked swimmers.,5,8426,5,target
2Z5O7URSYFWNL6L87VZKEYXAIGY8BG,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,mouse,A mouse is being chased by a cat.,5,5713,2,example
J5UEOBE4BBI2TD3A4RA221GLBW1T2H,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,plural,indefinite,present,Tell me about swords.,generic,sword,The moon is made of green cheese.,1,6052,3,example
WUYOMB9TKN249K2YF9UDOLQ37849WA,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,singular,definite,present,Tell me about zebras.,generic,zebra,Zebras have stripes.,5,10421,1,example
AFL8CQSAPN90OK1Z3MKN9QWXF8NUQ5,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,singular,indefinite,present,,bare,boat,A boat sails across the sea.,3,3167,8,target
YN04YQ2MPEOKHCTEO2FBG6RFTZ1R1O,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,plural,definite,present,Tell me about owls.,generic,owl,The owls hoot.,5,2786,9,target
CBTGZI13QLX924QYLFGKO1H44MZI79,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,plural,indefinite,past,Tell me about microwaves.,generic,microwave,Microwaves heated up food.,5,2386,14,target
BIAPAERSCZRNOX8XYS05QWDFCNJJXE,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,singular,definite,present,,bare,butterfly,The butterfly flaps its wings.,2,2462,15,target
Q0SXQDMXUGNXDEUN9LZXW7KSEBSLWF,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,plural,indefinite,present,Tell me what's happening.,specific,turtle,Turtles move slowly.,1,2972,16,target
5GDHI8H8C5MMGDDSFI0NAXL0F0TB2F,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,plural,indefinite,present,,bare,crayon,Crayons melt in the sun.,1,7943,17,target
U01DO3F93KMKN0KXCP5D3RCWQUMDGV,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,plural,definite,progressive,Tell me what's happening.,specific,football,The footballs are spiraling in the air.,1,5823,10,target
4L60OD4SS1ZLMZ3YMRWC1I3NJJUIWM,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,plural,definite,past,Tell me about computers.,generic,computer,The computers connected to the internet.,2,8433,11,target
BCXHN8UYC1XPXYUD2D7Q4LTJ1UG344,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,singular,indefinite,past,,bare,towel,A towel soaked up water.,1,4408,12,target
TPDU8U2IMYJ6XSHQK0MJK5US8UIDIY,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,singular,indefinite,present,Tell me what's happening.,specific,cat,A cat sleeps a lot.,1,3042,13,target
M7TT8MG2M296WLB3SVEXRP5K8UKOM0,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,plural,indefinite,progressive,Tell me what's happening.,specific,telephone,Telephones are ringing.,1,6151,36,target
PBUU6QX6BOIFYZOOK9ZTCB9DQL7NJ2,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,singular,definite,progressive,,bare,dolphin,The dolphin is swimming in a pod.,1,3544,37,target
G9P6FKAGYV6G38MA7YGCCPWIAJX815,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,plural,indefinite,past,,bare,lion,Lions chased antelope.,1,4359,34,target
UV98TN33ZLXKN17BIHMNVUG3NVSMR0,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,plural,indefinite,progressive,Tell me about toilets.,generic,toilet,Toilets are flushing.,4,3555,35,target
80RESFRU7LD6VRKWZ0TI91T4B55J9S,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,dog,A dog is gnawing on bones.,5,5769,18,target
WW6MIV0879V34EH29PHXPIZDMEPXYI,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,singular,indefinite,past,Tell me about peacocks.,generic,peacock,A peacock displayed its feathers.,5,5851,19,target
8O6GRE7K424GID4C2QSAKXA2WO7CKG,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,plural,definite,progressive,Tell me about hoses.,generic,hose,The hoses are spraying water.,5,4472,30,target
F37P6AU7KY7JW7201AVG4O51G1T93Z,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,singular,indefinite,progressive,,bare,pig,A pig is rolling in the mud.,2,5647,31,target
ON4I5V8U7KEQQIB5ZKO2M406EVKV70,Wed Jun 29 10:13:53 PDT 2016,"""English""",animate,singular,definite,past,Tell me what's happening.,specific,squirrel,The squirrel buried nuts.,1,4712,38,target
EX4QQLT1KL8XPL0Q17B1Z1QRYQE6SY,Wed Jun 29 10:13:53 PDT 2016,"""English""",inanimate,singular,definite,present,Tell me what's happening.,specific,light bulb,The light bulb burns out.,1,3210,32,target
7QGHXKOR1XULCWWUV9U6ACVQNLEHKL,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",inanimate,plural,indefinite,progressive,Tell me what's happening.,specific,kite,Kites are floating in the breeze.,5,3398,33,target
I7UPXUDJC3IZWQKW38OUID2TFOHI18,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",inanimate,singular,indefinite,progressive,Tell me about telephones.,generic,telephone,A telephone is ringing.,1,4239,39,target
EL18ZIUGM8P570JKP7DPXKMEHG5WHZ,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",animate,plural,definite,past,Tell me about peacocks.,generic,peacock,The peacocks displayed their feathers.,1,4007,29,target
TNO2CX4EXJH5Q4Q0X0XHWX5X7OKZZ7,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",animate,plural,definite,present,Tell me what's happening.,specific,panda,The pandas eat bamboo.,1,4223,28,target
O408NRXO9M95PH6NLTV63VFUJK510A,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",inanimate,plural,indefinite,present,Tell me about cars.,generic,car,Cars travel on the highway.,2,4702,25,target
AT2HYP6KH5JVYS4UDZQ18WQ3X5K8QK,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",animate,plural,definite,present,,bare,bear,The bears climb trees.,1,3239,24,target
W9A3P8PEAYZLX2887P8XR5DP2KHJBX,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",inanimate,plural,indefinite,progressive,Tell me about pianos.,generic,piano,Pianos are playing music.,1,3830,27,target
TWJZJO1IPQI3M61JZVQ6XAM6O3TF80,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",inanimate,singular,indefinite,present,,bare,towel,A towel soaks up water.,1,3799,26,target
USFC7OGMPI9HXAG3885BLSZT2IUSIV,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",animate,plural,definite,progressive,Tell me about sharks.,generic,shark,The sharks are attacking swimmers.,1,4406,21,target
THBP18E4WW2I2AEQ9CUVRVUJLP1JPA,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",inanimate,singular,definite,progressive,Tell me what's happening.,specific,marble,The marble is rolling on the floor.,5,4638,20,target
0D4EZL4VB9UL0JP2N1J8H7IS6Q9M1A,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",inanimate,plural,definite,past,Tell me what's happening.,specific,crayon,The crayons melted in the sun.,3,3710,23,target
LJDNT4Y9DXG8ETJ7EYTK5820HBCZTX,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",animate,singular,definite,present,,bare,camel,The camel carries supplies through the desert.,1,4982,22,target
ZMNIXNXZCAXLWMYJDW55KOUBEZSURN,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",inanimate,plural,indefinite,present,Tell me what's happening.,specific,escalator,Escalators carry people upstairs.,1,3190,40,target
FVNJJNOMDVZSQX7UXDJ0DRIXTVSB3L,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",inanimate,singular,definite,past,,bare,light bulb,The light bulb burned out.,5,6132,6,target
OENN5MBA6TNJNQHC4EX3CAU91IA0UA,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",animate,plural,definite,present,Tell me about turtles.,generic,turtle,The turtles move slowly.,5,3614,7,target
ORJX1GZL2RUOSUR52U8VA8PPMHBCK0,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",animate,singular,definite,present,Tell me about zebras.,generic,zebra,Zebras have stripes.,5,5063,4,example
R4DVX7MONT1ID5MKQHH8KZZ0K232BT,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",animate,plural,definite,progressive,Tell me what's happening.,specific,gorilla,The gorillas are pounding their chests.,5,4241,5,target
6GEW2GFZ939A6WFNEW0P6D0P0XUFCO,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",inanimate,plural,indefinite,present,Tell me about swords.,generic,sword,The moon is made of green cheese.,1,6612,2,example
A2HEXJ9XN67GCSTRJXQQ9RUNUNWJCY,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",inanimate,plural,definite,past,Tell me what's happening.,specific,bus,My father used to drive a bus.,2,7510,3,example
YNGD9LGNQWX2I4XRSDFQK4SY7V8SQU,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",animate,singular,indefinite,progressive,Tell me what's happening.,specific,mouse,A mouse is being chased by a cat.,5,18199,1,example
FONBYVD5XRHHV2TC0BEWBC4XU1W89D,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",inanimate,singular,definite,past,Tell me what's happening.,specific,boat,The boat sailed across the sea.,3,129558,8,target
0S8AAV7SCZY10QJ4P14M9ZES0O7HBW,Wed Jun 29 10:13:57 PDT 2016,"""ENGLISH""",animate,singular,definite,progressive,,bare,cheetah,The cheetah is running fast.,4,7999,9,target
