WorkerId,SubmitTime,Answer 53,Answer 54,animacy,number,definiteness,tense,subject,sentence,response,rt,question_number,type
WU4LN91322CURXKASRB1GSKBP7MUVX,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,singular,indefinite,past,dog,A dog barked at the passerby.,2,3244,26,target
6NZK6L4OEOOOIYG8M5ZRZO8U7NOPCM,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,trumpet,Trumpets sounded loud.,1,5693,21,target
NDRAE9VJ1LMWWNV8WR6AE353GZF613,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,plural,definite,present,lamp,The lamps light up the room.,1,5366,20,target
TS3W7QMAMTAXPRM1I8HBM9XT67K0Z8,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,singular,definite,past,clock,The clock ticked very slowly.,2,4154,23,target
A6DAD8FPSSC4ZI8DXIR71WVTM4N3NT,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,singular,definite,past,bed,The bed sat in the middle of the room.,2,4145,22,target
8P5G4I683TWZ7ODAIUW49V0PFYKXBU,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,plural,definite,past,bicycle,The bicycles rode by the window.,2,4302,47,target
OE0BA4XYO35Q8VEIWKCW6DHNWHKD1U,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,singular,indefinite,present,cow,A cow chews its cud.,1,4793,46,target
PMWEYX2IMP801DPV6FX3B2GKPL8CCV,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,plural,definite,past,penguin,The penguins kept warm by hugging.,2,3003,45,target
BASHRDQHBBWX6S7UVUYFUGXO1QB9HZ,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,singular,definite,past,elephant,The elephant ate peanuts using its trunk.,2,3459,44,target
VJYAC37O0QFL4QI04PWDJ82VE04XQC,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,singular,definite,present,piano,The piano plays softly.,2,3536,43,target
TJDEVXQJ9DTO15K14RY2QTSTRYKVCZ,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,plural,indefinite,present,peacock,Peacocks flash their tails.,1,2755,42,target
Z5ZZBLCIE1AQWBO8S6GFYKWOGLC8KP,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,singular,indefinite,past,butterfly,A butterfly circled the flower.,2,2972,41,target
HMJAE05F58APH8HWBHGMUXAONJ461I,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,singular,definite,past,guitar,The guitar sounded good.,2,2944,40,target
6X8G7RDI9CGOA9D227MBDA1CJT5E1G,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,football,A football deflates.,2,2258,49,target
FCF9V8DDODRAH6URBSW5KT429R685L,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,singular,definite,present,pigeon,The pigeon coos and struts.,1,3691,48,target
CS8DU49AKQDGJG36TSYG186I0O5QRE,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,plural,definite,present,shirt,The shirts come in the mail.,2,6222,6,target
4AE2DP3M5KW8R9YEPAD5ECOCZSTPZA,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,tire,Tires go flat.,1,2561,7,target
D9H1G8JT209TNDOZBI9ETSKJBUN8OR,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,sword,Swords are weapons.,1,4641,4,example
IDAV2QG3QBUWKNXDPLB8TQO0ZB9UD3,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,plural,indefinite,past,lion,Lions lived in prides.,1,6269,5,target
6LECD6VRC44KR6P9KGRJHC9L9MBTDX,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,singular,definite,past,zebra,The zebra is not extinct.,2,13366,2,example
S0910W0F43QFCQBL0TZ7Z652MHDBKY,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,plural,definite,past,bus,The buses were blocking traffic.,2,5002,3,example
RM4SV1FNAV24V87HT63TAZ6FX04EZN,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,singular,indefinite,past,mouse,A mouse lives in my house.,1,14555,1,example
PYYDAZLP3HK84JY8ARQEMHGIIDV7T2,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,computer,A computer made research easier.,2,10122,8,target
CVP1X7Z9F1H98KQ3JQ1GYGND65TWRG,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,plural,definite,present,shark,The sharks circle the boat.,2,4464,9,target
JBXTYE9CAPL3NH03L4H686CE58NXNK,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,plural,definite,present,couch,The couches fold out into beds.,2,4601,14,target
JYS83QF6UQOK237LYKIZMXB2SXSOOY,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,singular,definite,past,kite,The kite flew in the sky.,2,6512,15,target
BIOBMXBG77SS59H7VHNVXZJGVK2ZXY,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,singular,definite,present,television,The television entertains the children.,1,11699,16,target
3RFEYB5H36K6T3FZNDNOF4AFBMT99M,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,fence,A fence marked territory.,1,9308,17,target
GLSBJZ0OSZPBRCMAXQT1WI9ARERJJB,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,knife,A knife sliced through the warm bread.,2,3539,10,target
AAHHHPS6Z58TDYBJ2BBS3MGHWXZT59,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,singular,indefinite,present,kangaroo,A kangaroo jumps across the road.,2,2896,11,target
H6Y8G63PK6MIVDU3TKZ6YCRUQ1IOE2,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,plural,definite,present,pig,The pigs roll in the mud.,2,6200,12,target
WM42TB00W1DXHQ83NTLJIQDGSH3UXM,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,plural,definite,present,camel,The camels provide transportation in the desert.,1,3890,13,target
G30H9P3ZU87TST9IHPP0SL40P2BFSZ,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,singular,definite,present,dolphin,The dolphin makes a crazy sound.,2,2118,36,target
IB2LUZB4KPO0M9VNBSZO24651SH0OU,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,car,Cars drive on the road.,1,2176,37,target
7BDKGNJ4DAJLV2MFFT1IBFRE3A4EXK,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,toilet,Toilets came in handy.,1,3184,34,target
432E53B3ZGGQQA1PAGXWWZGOI5Z0QL,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,plural,definite,present,boat,The boats sail peacefully.,1,3819,35,target
I91YTGAYUJU7Q1SSQA32ZNM1K5V1NH,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,chair,A chair belonged at a desk.,2,5861,18,target
HB6ZG7OUB8GBL179TQNZLOS2SS8GUN,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,plural,indefinite,past,panda,Pandas stared at the visitors.,2,3814,19,target
FZ7X7D0P071WPZCJSV8ZAFES1J86QN,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,plural,indefinite,present,gorilla,Gorillas swing from branches.,1,3089,30,target
O6AXKMJK0QCUWLVPX6LACE7NGEG3YR,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,singular,definite,present,rabbit,The rabbit scampers through the meadow.,2,2734,31,target
RQ9M76KOUIBC73RJNPEE16P0WTKUBL,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,singular,indefinite,present,turtle,A turtle moves slowly.,1,2437,38,target
FL8FE1LS3HYSY8PKNZ0J6LN9SYA9VN,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,plural,definite,present,fox,The foxes burrow in their dens.,1,3448,51,target
YH8IKC17DS5KSKAJXOHVCJS63Q6FO5,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,singular,definite,past,skunk,The skunk hurried into the woods.,2,3091,32,target
MAUIBCIQRWT1U6S4KK2CD9OPMWZV5C,Wed Jan 20 13:35:06 PST 2016,"""English""","""""",animate,plural,indefinite,past,bear,Bears hibernated for the winter months.,1,2736,52,target
0PV3IJ1CXNHGGC7BME19EOJWVK803U,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,singular,indefinite,present,butterfly,A butterfly circles the flower.,2,2245,50,target
77AU3NCPR55CEW80BYZXHP1PVIV4DD,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,plural,definite,present,penguin,The penguins keep warm by hugging.,1,3168,33,target
8I5J8L4Q3DN0N22CMDOJFHG5D7IHHY,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,plural,definite,past,shark,The sharks circled the boat.,2,3777,39,target
VUBSZQXUOTGFENBC53XGA6L7DBSNTN,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,plural,definite,past,lamp,The lamps lit up the room.,2,4344,29,target
NQC75TM04SIC3A0HFYY211U72RXKX6,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,singular,indefinite,past,dog,A dog barked at the passerby.,2,10595,28,target
AABLWGRUM0OPXYGMDUOAYC6MPETSX1,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,plural,indefinite,past,bear,Bears hibernated for the winter months.,1,4892,25,target
1L3XYJH1RHF5QREOQN1ZJ1DYIJ9BBG,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,singular,indefinite,present,kangaroo,A kangaroo jumps across the road.,2,5580,24,target
XHSJ36VONXNO3EW0KKMPV1ZJ6EOAOZ,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,towel,Towels hung from the rack.,2,5896,27,target
K72KVOO7BTWWTV06ZZK7ABH54W7L5K,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,plural,definite,past,owl,The owls hooted at night.,1,14084,26,target
WRBH519TPKH4Y4TGQ5T1BJRRRBQATO,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,singular,definite,past,kite,The kite flew in the sky.,2,4073,21,target
8Z5Z94I90HJYBLRT1HJDZY4QHUK3UR,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,singular,definite,past,clock,The clock ticked very slowly.,2,4735,20,target
TLDI5EHY6PRASH3D4CZR8YZBZBFGVI,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,plural,indefinite,past,squirrel,Squirrels buried nuts around the forest.,2,3672,23,target
6MEKRSMYSUMQBWPXUKBTG2AY2TGBLU,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,plural,definite,past,pig,The pigs rolled in the mud.,2,2390,22,target
O4J4BBF7JP6QL00PF8VKSDVP79YPR2,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,singular,indefinite,present,cat,A cat likes to meow.,2,3343,47,target
1QHNPGZV13HL382LSYSLSW88GYAR70,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,marble,Marbles rolled down the slope.,2,5474,46,target
MUG5RM30YFHXNM8KLW7KD1GEDRJDFU,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,singular,definite,past,rabbit,The rabbit scampered through the meadow.,2,3675,45,target
DQ528YD9G41WSV25DNP3B50NVQL8UJ,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,football,A football deflates.,2,2518,44,target
2TURTDEG518PDY6I6LJFWQW0G2S1YC,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,plural,indefinite,present,lion,Lions live in prides.,1,2033,43,target
VIKQXG0W2JEPOBNKH1QK3AZ9GJQ4XZ,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,plural,indefinite,past,panda,Pandas stared at the visitors.,2,4714,42,target
XPEOZKP2RVIU36V98RDTHRVKR223XV,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,singular,indefinite,present,cow,A cow chews its cud.,2,4393,41,target
QWVS376I1NUE2H1TUO1LNA4W5DW671,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,singular,definite,present,guitar,The guitar sounds good.,2,2899,40,target
71N9F4DTCDA0SYKNMYDU6JNPHVRHIL,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,singular,definite,past,skunk,The skunk hurried into the woods.,2,4314,49,target
R14B2L384BUTUYW8FQST0369HXWA5G,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,plural,definite,present,camel,The camels provide transportation in the desert.,1,7217,48,target
BIMF3EMHHCZHIEWLZGQVOHF5XWX748,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,trumpet,Trumpets sound loud.,1,3218,6,target
GHIW2404AV3YJCPJ69E7ISWKDMCSAP,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,toilet,Toilets come in handy.,1,2371,7,target
375KHBP4P4VIYDP2X4A0ROBJA3DH7E,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,plural,definite,present,bus,The buses were blocking traffic.,2,4846,4,example
P83D653Q6KYAQRQIJUAJZ9VGAAF2FJ,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,plural,definite,present,bicycle,The bicycles ride by the window.,2,10282,5,target
0WOGDGTODG90FCRSGRSB6RQSE35HWW,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,singular,indefinite,present,mouse,A mouse lives in my house.,2,5230,2,example
HO21F4TWHWPO6Q37VPBD3481T39GSB,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,sword,Swords are weapons.,1,5863,3,example
90CI1J9Z238WOC782ZLQYR1W2BARDW,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,singular,definite,present,zebra,The zebra is not extinct.,1,7242,1,example
QQYTBVYK5ORQ744VXV6021CMRY14LZ,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,plural,definite,past,boat,The boats sailed peacefully.,2,2009,8,target
W6TL9F28JMCHDMAOJGQBVCPZXQ0NKX,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,plural,indefinite,present,tire,Tires go flat.,1,2619,9,target
15INBF3E9P9YGBBGDG9FZRFFJNFQE0,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,plural,definite,present,couch,The couches fold out into beds.,1,5700,14,target
9VTX2CXT7XRBTTL17J6OT9MKK6KO5T,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,singular,definite,past,cheetah,The cheetah ran really fast.,2,5199,15,target
4NGWIKPCO948NZ2CUY76NNEWBXWT9Z,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,singular,definite,past,bed,The bed sat in the middle of the room.,2,10039,16,target
5UDJD3FYGE8LKOJW8RPROWASEACFFJ,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,plural,indefinite,present,gorilla,Gorillas swing from branches.,1,2278,17,target
W9IEC7P516XZPYA74YV1CBHR1X82AB,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,plural,definite,present,fox,The foxes burrow in their dens.,1,3628,10,target
M81TT8FTXOMJT36KVVUFHJTT64RN9J,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,chair,A chair belonged at a desk.,1,4845,11,target
5FPXZIKCX1805AW2MSLVZCAWQFTIKS,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,singular,definite,past,piano,The piano played softly.,1,2359,12,target
IZSMYHTDTX9ARR3H3TS0X4UMK1O8K7,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,plural,definite,past,zipper,The zippers hissed closed.,2,7017,13,target
Q181NWVN2M3C0D4SRN5I3KZ4R8YQR2,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,light bulb,A light bulb explodes somewhere.,2,6534,36,target
JCV8WHM4YLIC63JVOK2JNDYJOMYYK3,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,knife,A knife slices through the warm bread.,2,5867,37,target
31S20UFWNYWXROGZ5H9YZCJ5HZ0XMB,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,plural,indefinite,past,peacock,Peacocks flashed their tails.,2,4105,34,target
QXF7XHJ4Y16OTA5MVA4SPW96AT6LLA,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,plural,definite,present,shirt,The shirts come in the mail.,2,5686,35,target
GNFUGRQIZXD9RS0UZ7YMSMQJ0SGT5O,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,singular,definite,present,dolphin,The dolphin makes a crazy sound.,1,3132,18,target
U96INDI97CU3D9WQ8PLFO7HSMMYOIV,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,singular,indefinite,present,turtle,A turtle moves slowly.,1,2674,19,target
P85U18QLZJT1V9JPZZKA4SPYAIE87X,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,plural,indefinite,past,car,Cars drove on the road.,2,2927,30,target
QOZ4SN622HZ9GQ8SL7S2P7XGM9NZBZ,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,singular,definite,past,pigeon,The pigeon cooed and strutted.,2,2998,31,target
DZCNMYVG3F8XUHGL9OTIZUFT31HPPX,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,singular,indefinite,present,computer,A computer makes research easier.,1,2766,38,target
163OKNI70DSOR9HRT60P9ET6P60CN5,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",animate,singular,definite,present,elephant,The elephant eats peanuts using its trunk.,2,2093,51,target
KS5QX0TBS239OS34A4DD1VTMR83SMD,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,singular,indefinite,past,fence,A fence marked territory.,2,5544,32,target
1HDXYHKWRQHYPYJ8NJ3N5I59RABG4T,Wed Jan 20 13:35:09 PST 2016,"""English""","""""",inanimate,singular,definite,present,television,The television entertains the children.,2,3211,52,target
HNKJ5Q5OF8CZOK31075CPJ1ID5R6GR,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,plural,definite,present,owl,The owls hoot at night.,2,5703,50,target
Y6MD26CZXQQYNESRK6ZPFD7DNEN8C8,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,singular,indefinite,present,fence,A fence marks territory.,2,3788,33,target
SE8WAV7GTUOSNHKQ7PDUATN7LIQEIE,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,plural,indefinite,past,tire,Tires went flat.,2,5068,39,target
UL66RSS6FD5RFPFDSNRPO9B7J0C9PJ,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,singular,indefinite,present,chair,A chair belongs at a desk.,2,2563,29,target
PWHVQV6Y8BL4RB5S793ER2XR4PDWIU,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,plural,indefinite,present,car,Cars drive on the road.,1,8099,28,target
DSAS0CYVCPG1YB0FSIVFTBWMZO2WT6,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,plural,definite,present,fox,The foxes burrow in their dens.,2,2697,25,target
45P3EUFXWU5UO0XZKAMJMT6VMCXYZU,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,singular,indefinite,present,dog,A dog barks at the passerby.,2,2208,24,target
IVSYJ35ORB9RK473MYLKDB8DRYUEEE,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,singular,definite,present,piano,The piano plays softly.,2,2308,27,target
DPIBUC7SFRK3DKKLXJVFY12X070B93,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,singular,definite,present,clock,The clock ticks very slowly.,2,3627,26,target
9X6JR5V2OTUQZ3DQ6H0ZOVAAXIWLQS,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,singular,definite,past,skunk,The skunk hurried into the woods.,2,2902,21,target
016P0VDYPT4ESPV0MKPCJ9GVIWMNJR,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,plural,indefinite,past,trumpet,Trumpets sounded loud.,2,8921,20,target
DGHJIWZN61Q9BKAMNMHHJRYSGBRI7C,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,singular,indefinite,past,football,A football deflated.,2,2547,23,target
IYUVHNAHOQD6HP57LNSHBGTNH9IQNU,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,singular,indefinite,past,knife,A knife sliced through the warm bread.,2,2522,22,target
YF5SABS976U37OK94BIKXYD16M1S98,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,singular,indefinite,past,kangaroo,A kangaroo jumped across the road.,2,3985,47,target
GLXIZ74ANW1AEBAC3NQERIP6QNF2CI,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,plural,definite,present,bicycle,The bicycles ride by the window.,2,5709,46,target
YV734L0L01FAPUPGBGFVFN5Q8YT8WC,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,singular,definite,present,pigeon,The pigeon coos and struts.,2,3138,45,target
4322J38245HJSPR2O9E35NT1LW0I8I,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,singular,definite,present,rabbit,The rabbit scampers through the meadow.,2,3012,44,target
IG8DITVUZPO9H2DCQ49EZXGU8MJSVE,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,plural,definite,past,shirt,The shirts came in the mail.,1,4870,43,target
NZ86VPLVWBZ4TGOM8DYXHEJRMZ1YAF,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,singular,definite,present,television,The television entertains the children.,1,3369,42,target
YSXSMIB8GHG5IZMZXRH8P4VF5Q9OFK,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,plural,definite,present,penguin,The penguins keep warm by hugging.,1,5719,41,target
UYWVR88Y83DFY1D9RP4I17DR8ANHVH,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,singular,indefinite,past,cow,A cow chewed its cud.,2,2681,40,target
YQ36EGNBR08EZMWMS6TKVHU8CVHC0X,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,singular,definite,past,dolphin,The dolphin made a crazy sound.,2,2438,49,target
H9PE587415VLOR4UAGQA41GZ74FR1Q,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,plural,indefinite,present,lion,Lions live in prides.,1,3840,48,target
ZYE9ME6QZRA79S1YADMHWOQPL9KWJ2,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,plural,indefinite,present,bear,Bears hibernate for the winter months.,1,4632,6,target
POZR45W3UNUKQQZIZLBQL39R1ZYCZ5,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,singular,definite,present,elephant,The elephant eats peanuts using its trunk.,1,11438,7,target
CFHMELBAKEB7259IC0KBR773I2HZ54,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,plural,indefinite,present,sword,Swords are weapons.,1,5610,4,example
YJ5WGESAFP0HB5EC5E6QQ3DCB89XZJ,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,plural,indefinite,past,gorilla,Gorillas swung from branches.,2,8604,5,target
MDY5OHC7458JFK7V5B43SQ9O1RX88H,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,plural,definite,past,bus,The buses were blocking traffic.,2,9150,2,example
I5096MG7FNOW157NJFX2MZIIJMND20,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,singular,indefinite,past,mouse,A mouse lives in my house.,2,6013,3,example
TGCZIL93UIM5EA7PC6J0U1A4O5GRT3,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,singular,definite,past,zebra,The zebra is not extinct.,1,10946,1,example
IEOUHOGERVI9RIMNCPVA9MEQDT4ZZM,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,plural,definite,past,lamp,The lamps lit up the room.,2,5800,8,target
R2G0140EP7M553XDKD3FX5DVL1LLOG,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,plural,indefinite,past,peacock,Peacocks flashed their tails.,2,7478,9,target
9QI7U9X55LG8OGTPEB08QBQ6MFE4YU,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,singular,indefinite,past,light bulb,A light bulb exploded somewhere.,2,4973,14,target
CC5ODZVAAOYZV04Y522GHCZ1VHR1Z8,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,singular,definite,past,bed,The bed sat in the middle of the room.,2,2664,15,target
1MMMSQI90GLS9JTKBCNXRCUEZFRLGZ,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,singular,definite,past,guitar,The guitar sounded good.,2,2841,16,target
VK40V72KSCOSCSY2YQRO75M8053HX0,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,plural,definite,past,pig,The pigs rolled in the mud.,2,2690,17,target
JC4IQW7AWHFIXWODWBTB6WAANALAD0,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,plural,definite,past,shark,The sharks circled the boat.,2,4700,10,target
7VEZ2S2IDQIPSOI3OJA2XKH3JTTODC,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,singular,indefinite,present,butterfly,A butterfly circles the flower.,2,3901,11,target
RRBYRKKUIJARC391UU3VKB3DBMGAFE,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,plural,indefinite,past,towel,Towels hung from the rack.,2,3121,12,target
OHR0KUCBWTHDVKDVL4ZN87G1L8WP7S,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,plural,definite,present,zipper,The zippers hiss closed.,2,2972,13,target
KGCY8MFRZYBYOA54Y2PIRTHJ8CY33A,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,plural,indefinite,present,panda,Pandas stare at the visitors.,2,3706,36,target
2V4CZ85QXRYTE4ADCCSD4XSZAGCI7S,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,singular,indefinite,past,computer,A computer made research easier.,1,4941,37,target
Q87GUT6IN33GIPP8Q9SJ2ECF7KFGNH,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,plural,definite,present,couch,The couches fold out into beds.,2,6842,34,target
GXBJFG741ZGOYW9UVNV0N47LPEOEK0,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,plural,indefinite,past,toilet,Toilets came in handy.,2,3453,35,target
EC6XDMH0QTRNQPJ64E33OKTVMJRU1N,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,plural,definite,past,boat,The boats sailed peacefully.,2,2741,18,target
TXEGJD13EQ8NDGTM961H5P9QSPTTB4,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,plural,definite,past,camel,The camels provided transportation in the desert.,2,2482,19,target
9405XTQMTE2E2GQEPUPGGJHLJMDIA2,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,singular,indefinite,present,turtle,A turtle moves slowly.,2,2593,30,target
NZ6XGM8IJ9LV5CVZSCSKQS27EIM55M,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",inanimate,plural,indefinite,present,marble,Marbles roll down the slope.,2,6681,31,target
DQ8O41XNVCSWDT3M3155AAQXF3I9Q6,Wed Jan 20 13:35:20 PST 2016,"""english""","""""",animate,plural,indefinite,past,squirrel,Squirrels buried nuts around the forest.,1,4337,38,target
