WorkerId,SubmitTime,language,experiment.type,animacy,number,definiteness,subject,sentence,sentence_id,response,rt,question_number,type
3QRFCL64PA8I4395JMCKUEXFE49R75,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,definite,turtle,The turtles Have shells on their backs,1378,2,4329,91,target
3WGE5AWESTBDB2WIXPK1I7N829RMM6,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,definite,boat,The boats are in the harbor.,2901,2,3016,92,target
4W7NR86XBO5AQ5HMDXKMG1S1Q574QV,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,indefinite,fence,A fence is white.,3835,2,4245,93,target
KIF2XPFGTOMTOQHSVQ0JY61VYO82F4,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,indefinite,shirt,Shirts need to be ironed.,2276,1,9518,61,target
118KIXDPR0SUJLIY7ZC2PX9BISPW16,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,definite,rabbit,The rabbit was hopping across the field.,1479,2,4278,60,target
9HEH0U9XOII29JNOZP6483FBLQJXJD,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,definite,camel,The camel uses his humps to conserve water,301,1,4270,63,target
5VLKZGLKY78DT1P0T0699E871Y58WB,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,definite,owl,The owls hooted in the cold night air.,888,2,4678,62,target
WWX9776W1R1G46ETHFP1DEON3RVL0Y,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,definite,knife,The knife snapped the moment it pierced the skin of the sweet potato.,4022,2,6238,65,target
C1290MO94WKYO024FS9SJ8U1EQJ004,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,indefinite,football,A football was tossed by the quarterback and landed in the stands.,2058,2,4078,64,target
58CPMW5T52B5ZWYSXWGO1L829CD75B,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,definite,squirrel,"The squirrels utterly destroyed the new bird feeder; clearly, this was war.",3984,2,6222,67,target
1G5DGO1WGX0B9ZEBAXP1PCJQLDKKIY,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,definite,zipper,The zippers refused to stay up - Thanksgiving had been a success.,4021,2,6053,66,target
5ZVLTY4N3LAZ8W1RYT5ZHWYGA3HIRA,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,definite,bear,The bears were scary,3001,2,5591,69,target
JBYOOP8BAFV6GLWV0AJ1KRGCPQGFQ4,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,indefinite,butterfly,A butterfly fluttered across the blue sky.,1978,2,3694,68,target
OB7HH1Z425WLDXJAXSVFNW1BGF2SOP,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,indefinite,kangaroo,Kangaroos are marsupials.,202,1,4123,72,target
KQ0JKWGPSH0Z2MW6HEKI4YB00R41FR,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,indefinite,turtle,A turtle moved slowly across the grass.,1145,2,4126,73,target
B8WK916N83GOEMJV42TS8HWTMNZOCR,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,indefinite,lamp,A lamp  or a torch are the most common light sources for dungeoneering.,3195,2,19262,70,target
HP2UWT46O8JI956DBR06K7PWF4CJVK,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,indefinite,squirrel,A squirrel runs up the tree.,518,2,7430,71,target
GSNIDTVST43A7SEZTDHXMZITH1EGXI,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,definite,bed,The bed is comfortable,3673,2,4679,76,target
T6GDYQFQX1ZPQWUTQWO74UPUX0LSC4,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,indefinite,rabbit,Rabbits are hungry for carrots.,1167,1,6789,77,target
11B0GMAX9KV4FTTNCFXNEWXNAL9ARS,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,indefinite,trumpet,A trumpet is very loud.,439,1,5598,74,target
79WE3J9RG56PFC82C63NA9RYKR737Q,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,indefinite,computer,Computers are getting smaller.,2881,1,4542,75,target
C4ONHY7GSCPDDIE3T3C34Z37WB4JEK,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,indefinite,fox,Foxes ran from the hunters.,187,2,4110,78,target
HTVUPS7LPQDPMTUBMEVPFIOXXL3926,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,indefinite,panda,Pandas chewed bamboo in their cages at the zoo.,2042,2,6438,79,target
9IH23TYAWFWP3MBG4HE8ROHTEZTNQP,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,definite,pigeon,The pigeons eat seeds.,608,1,6262,47,target
QVFBJIF4MLF8RZLZWWT1SS6Q891LQ7,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,indefinite,zipper,A zipper can often get stuck. ,4292,1,4006,46,target
W7L4Z27776UXKA882QBWFQSII25Q7R,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,definite,shirt,The shirt is very wrinkled.,3661,2,4510,45,target
KPHXXY8OLJUBCVYCKB1BEC40QF4VFJ,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,indefinite,car,A car needs gas,380,1,5006,44,target
506GJ8R6MK1969BK3CIWWTUN3Z1QKO,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,definite,couch,The couch was full of laundry.,2098,2,3614,43,target
B017QJ9DJJBCNG3UZA87B28S6AOAQI,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,definite,trumpet,The trumpets blared loudly as the King and Queen waved from their balcony.,899,2,7334,42,target
73F3LSIVZWQIJ0CMBKLWV0N52SP3ZS,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,indefinite,pig,A pig was wallowing in the mud.,4124,2,3453,41,target
5RQF3VEI5DRX7XIMUHA9RQX4I7KF7N,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,indefinite,bicycle,Bicycles are a great way to travel. ,3969,1,4163,40,target
2DBK3E44XENEC8WDB1STOI4TGBYU29,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,definite,television,The television turned on by itself.,3400,2,4806,49,target
DUQ4ACKW5UMVXNT6KZZ85SYO4D2J91,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,definite,dog,The dogs like to chase cats,324,2,13278,48,target
S2S730140HG3RJK2Y709FNHLPPTM1Q,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,definite,fox,The fox crossed under the fence.,3484,2,3414,58,target
DS987YYUDD5Q93FYQ7VMF5H76U29C7,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,indefinite,fence,A fence is white.,3835,2,5182,59,target
N5WWFLU39LA0RPQYRLCFWWSLCSSP2O,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,indefinite,bed,Beds were brought and the children had somewhere nice to sleep during the storm.,2615,2,7781,50,target
XOMZE0OIGR3QRJAULRXKLAVECXNLUH,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,definite,cheetah,The cheetah is fast.,2897,1,8926,51,target
924TECF587QH86D1TNBNQQ3M2UXZSM,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,definite,cat,The cats meowed.,1832,2,3838,52,target
3UD4T18FFK6DL3O7PYUF3XE7ZR6OIW,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,indefinite,kite,A kite was flying high above the sand dune.,1745,2,5934,53,target
5OMPMBXU6QOWKTA9M18HRYJYI2ZO8C,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,indefinite,toilet,A toilet should be cleaned regularly.,279,1,4486,54,target
8X62TLDBL5OVRRI1L6WPV6YFU0F5AP,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,definite,lamp,The lamps lit up the entire room with their glow,4112,2,6160,55,target
9U57Y202JJWHX435LWBMQ6U3CO1CPO,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,indefinite,guitar,Guitars are the most popular instrument of country artists.,48,1,6441,56,target
4JYW6M9S2IJ1TTXFRVAPCT0V72QIUP,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,indefinite,shark,A shark can bite hard.,591,1,4166,57,target
CDG3GMYFRT2EXO24I50GD5C01FLOEK,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,indefinite,cow,Cows go MOO!,2155,1,4588,29,target
34AV2RO9YDQZK7FS6DRRVAQ4Z7CYZI,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,definite,marble,The marble was rolling down the stars.,181,2,4414,28,target
NY80UMTVZR1QLZ8999F40WM14YVHW7,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,definite,piano,The piano needed tuning,336,2,5174,25,target
MWFMB5OX8XFCNUQNWCJ9ZUCGNLNZ3Y,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,definite,football,The footballs were flat.,4305,2,4054,24,target
G9Y6PP9ISACGYNZGDOFKX9PW1O68SU,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,indefinite,clock,Clocks sometimes chime the hour.,3173,1,4790,27,target
E1E4M7BRH5QPDCHR8L2J0KR26RPLZ5,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,definite,kangaroo,The kangaroo Jumped over the fence,1364,2,4526,26,target
450FN016Q900OI1O39FALRGWSBBVLD,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,indefinite,bear,A bear is a large animal,1422,1,4710,21,target
MQI1D1MCGG0TOCHKILDMG25YCHJGBB,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,definite,fence,"The fences were blue, having recently been painted.",3542,2,4805,20,target
FHLL80RM9JNEIQSIUBIW9KTUXBPMIW,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,definite,towel,The towel needs to be washed,1089,2,5222,23,target
ZIJW15FVP2VPPZGR2865ZEBANWA9L5,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,definite,dolphin,The dolphins are always a popular attraction.,1478,2,5014,22,target
1BLG6RF9LP0KH9ONB132F95Z8MJHLZ,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,indefinite,towel,Towels are a must for any home,1680,1,5974,100,target
JW9HZ23LPHRO67WZXL54F9YQ49VH2K,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,definite,skunk,The skunk made an awful smell,2030,2,3940,6,target
0YY3ACTYSCV9HEITPO6IER78DCIY9H,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,definite,panda,The panda is a mammal.,2416,1,3726,7,target
2X2I45M4GLKOK3IZNFTNRRY790UZJI,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,definite,bus,The buses were blocking traffic.,2416,2,10294,4,example
57NW402QMH0CYYK2NUWZXQPLY6RU8E,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,definite,gorilla,The gorilla is an amazing jungle animal.,3222,1,5417,5,target
CU69P6SJJBM74SNNN5AMQGNON8K2NM,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,definite,zebra,The zebra is not extinct.,3222,1,12748,2,example
1MGOXN6V8502J43Z6STZVLO3GMRM1D,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,indefinite,mouse,A mouse lives in my house.,3222,2,11070,3,example
WJDHVGU6QKBUVOZPSK55Q4RPOUF5PW,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,indefinite,sword,Swords are weapons.,3222,1,17246,1,example
776QUP5YUGIH7R2RHX9FYS866VRI6X,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,definite,computer,The computer just stopped working.,2297,2,3558,8,target
96J0JFPV39L6FF08TT6HM0JFKAYU6E,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,definite,pig,The pigs squealed in the mud.,655,2,4926,9,target
DR22RM7PG6DKXLL4E50JKX8MEMXH48,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,definite,light bulb,The light bulbs crashed to the floor.,2853,2,4502,38,target
J1SMR41O34FI2AH7EFAT7US7V0O9ME,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,definite,penguin,The penguins waddled.,1040,2,8462,39,target
HYR7RJ4JWEQIBINQBBQKZA4JYPNH70,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,definite,bicycle,The bicycle crashed into the fence.,3193,2,4526,36,target
T8NVCHQAGVDFADH24LKNC8CVPZYIWS,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,indefinite,dolphin,A dolphin got caught in our fishing nets.,1277,2,3518,37,target
NH27BEXBZQNDAOC9ZFKQ72PLW5BP40,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,definite,turtle,The turtles Have shells on their backs,1378,1,9726,34,target
DST25KVDQJXFGHYE0RB8KW8J1RC86T,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,indefinite,lion,Lions eat meat.,1254,1,3998,35,target
63W982XNFF5HPHIFJNGTF5A9L3VG8S,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,indefinite,gorilla,Gorillas take care of their young like humans.,948,1,4878,32,target
24UPFTWCEOFQ7KW31BM18LEEIQ52JH,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,definite,kite,The kites dance in the wind.,3651,2,7230,33,target
PGH29YYJN9WFV9878WCXYF1ONTJ0PQ,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,indefinite,marble,Marbles are made of glass.,2217,1,5134,30,target
YVR8Q9KAKSDD7TA938F0QIHBS96WU0,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,indefinite,penguin,A penguin is a cute creature.,2301,1,5174,31,target
J0U8UGFQ5DSGD55L5P5LWY5LEWBBIM,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,indefinite,camel,Camels are very uncomfortable to ride on without a saddle.,1725,1,7587,89,target
1C3TCH1PGZ7OE6XQ6ZHA7YV4LLF2ZQ,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,definite,guitar,The guitar was out of tune.,2710,2,3710,88,target
2BSN8L4F9TK4JWV157Y364RPF2LD89,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,definite,tire,The tires on the car were flat.,3398,2,5110,83,target
OYR78WXSK1NSCS0O4RY6KCBJ9E28RJ,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,indefinite,cat,A cat lays in the sun and sleeps all day.,63,2,7981,82,target
H5U4U83V9AP979875BTAIK6SD27602,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,definite,boat,The boats are in the harbor.,2901,2,4710,81,target
008KH4RNS1V9CV2CNI19IM1P9GNB6M,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,indefinite,tire,A tire blew out when it ran over a sharp object.,1989,2,3654,80,target
XKTGJ8XZTOSNKDVJSRPJ0XJPZ5RFRK,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,definite,lion,The lion is in the zoo.,3302,2,3438,87,target
F4F80W9L2J3E695QTABAE5VN4BXTF5,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,definite,butterfly,The butterflies migrated many miles.,3773,2,4142,86,target
KJF6W783HT46SU325TP3PSLVZA0Q58,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,indefinite,elephant,Elephants like to trumpet when they are happy.,3598,1,5318,85,target
M8PWGOLM5SN93VNP3E8QMH27LYBWZ3,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,definite,cow,The cow is mooing.,3808,2,3646,84,target
TXL3LCJEU4M8EJJD1G83MXDVU62PGN,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,indefinite,light bulb,A light bulb turned on.,2128,2,4598,14,target
NUOWBK5AIA8BSHG9F6T8D7B5SHLS5S,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,indefinite,owl,An owl lived in the oak tree in the back yard.,220,2,4014,15,target
MFLJYLXCEPHD0TS4PE342052IK00PX,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,indefinite,piano,Pianos need to be tuned every so often.,3218,1,4814,16,target
WZZUTORTH7S5A4OHJ9JXS7DLJTHTZZ,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,indefinite,pigeon,A pigeon STOOD ON THE ROOF. ,3118,2,3318,17,target
PJL03K2D5GV5AG6XJO7RLQMWPX7YVB,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,indefinite,chair,A chair is available if you need a seat.,1307,2,4294,10,target
Y740O6JC3ING91469RR0HXKN919VL2,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,definite,peacock,The peacock PROUDLY SHOWED ITS COLORS. ,3139,2,5222,11,target
OWIQSFOXSTI4K6H9G4F2VGDOYOT2MT,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,indefinite,dog,A dog was running wild in our neighborhood.,910,2,4782,12,target
HBJQ1NI7DHONAX12L7A6BKNI0ESE02,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,definite,clock,The clock chimed away,3272,2,4238,13,target
1GVZE5RGFAIM32L0FW677OKR38UA74,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,definite,car,The cars were all convertibles.,3849,2,5646,18,target
G6BH5L6KDJFD7VJFM7MOFCONGJ05LI,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,indefinite,peacock,Peacocks are brightly colored,4254,1,5091,19,target
Q8NGYKLXOUABQE4GE3IBA6INCDFUYA,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,singular,indefinite,boat,A boat sailed the sea.,2093,2,4374,98,target
S884XHHFCACAZFOCZMXSDAIIIIP5BI,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,indefinite,knife,Knives flew through the air at the target. ,1575,2,6109,99,target
FC6FB01OPNRGUOJPBZAUKZCOUJDEB6,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,indefinite,cheetah,Cheetahs are dangerous animals.,1915,1,4174,94,target
LRU6JWH3AKVMTJ49A9TFQIM3LET0XB,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,indefinite,television,Televisions show enetertainment,3348,1,4342,95,target
2GRPA2GFQ22MBK5DZYZP8EMPIUW4LQ,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,singular,definite,elephant,The elephant is in the water.,387,2,3438,96,target
QZNPNMIF8IFUY3SUN09Q2NRP929SRX,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,indefinite,couch,Couches are comfortable. ,127,1,7030,97,target
LBC48ETQU21P9M7H7GDH2UFKN7OHNY,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,indefinite,skunk,Skunks are cute but stinky.,3776,1,5054,90,target
6BJ5KPWDB1SUZ856CDGQB16XY48HBJ,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,definite,toilet,The toilets flushed automatically.,3168,2,10558,91,target
WL753CY1ZFZMWN8ROUHNROV70IYI48,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,animate,plural,definite,shark,The sharks swam frantically.,2547,2,5142,92,target
KC79XIV8ZNT2KJ0J7KB15AU36FIHCY,Sat Apr 25 14:34:00 PDT 2015,"""English""",2,inanimate,plural,definite,chair,The chairs are stack up against the wall.,405,2,4494,93,target
FLO34DFBE1KTXBUFG7SZBNQ8TSFUFP,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,singular,definite,clock,The clock chimed away,3272,2,3736,61,target
YTUCDI5TMQBLCSCOQC5HIX1KFE9J11,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,singular,definite,fox,The fox crossed under the fence.,3484,2,2328,60,target
D0WKDVZELCUJFD9DVGRGWSWB44SLNU,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,plural,definite,pigeon,The pigeons eat seeds.,608,2,3032,63,target
7YN36WOZT3LZU96X67QFGVNUR6Z1JE,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,plural,indefinite,clock,Clocks sometimes chime the hour.,3173,1,1456,62,target
JVPIW9ZGVSMIDU4M34H9ARKVKK3VGR,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,singular,indefinite,tire,A tire blew out when it ran over a sharp object.,1989,2,1664,65,target
WROWPEOZWYSG23DH8HDSM5VYEMC20L,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,plural,definite,fence,"The fences were blue, having recently been painted.",3542,2,2200,64,target
XNWHA6TYBSA36AM9L0ZK6JWIKNGXUL,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,plural,definite,tire,The tires on the car were flat.,3398,2,3016,67,target
EN491RWIA0RBXNCT95O1DLD6Y1GIEX,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,plural,indefinite,guitar,Guitars are the most popular instrument of country artists.,48,1,2656,66,target
TMH9Z6GXI8VKWNWW877EL6XHEFZGB9,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,plural,indefinite,rabbit,Rabbits are hungry for carrots.,1167,1,2280,69,target
6QBFICF0RZ1UOWIX7Y95CLGLHINNVK,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,singular,indefinite,pig,A pig was wallowing in the mud.,4124,2,3592,68,target
Y0DTVNJOPB6JMTBXIQUP5LOS36MGT3,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,plural,indefinite,television,Televisions show enetertainment,3348,1,3880,72,target
HVCW9KKV26HZLIAITT6SXEAENCLN13,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,singular,definite,marble,The marble was rolling down the stars.,181,2,2688,73,target
48MK8MLBIP6GFXSTVANAII734MUFFK,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,singular,indefinite,dolphin,A dolphin got caught in our fishing nets.,1277,2,1704,70,target
BC7DC3FC9ZLNY5V9H5842Z9TUMN640,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,plural,indefinite,lion,Lions eat meat.,1254,1,1400,71,target
C4ZT9QADBL0ZVN7409KYR0GQVSVZZP,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,singular,indefinite,football,A football was tossed by the quarterback and landed in the stands.,2058,2,4152,76,target
FSNJT1FBURYUHL384DSGSJGXQA32T7,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,singular,indefinite,turtle,A turtle moved slowly across the grass.,1145,2,12760,77,target
WB0QN3YTF7BLI8HK2GY45NCBH9EFTU,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,plural,definite,owl,The owls hooted in the cold night air.,888,2,7120,74,target
GRFJIW91KU83A5MO3B36KOA3Q3LJHP,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,plural,definite,bear,The bears were scary,3001,2,18992,75,target
T5RWMR7JWPYO5EOM84F5961KTMGIY5,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,singular,definite,cow,The cow is mooing.,3808,2,1599,78,target
T2JKHRLY2X1GNYY0FHS0CLDEX05644,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,plural,definite,football,The footballs were flat.,4305,2,1343,79,target
6CRGIDW5A9VMGDLV0AGCBFBL1DIWD9,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,plural,indefinite,gorilla,Gorillas take care of their young like humans.,948,1,2097,47,target
KIXGYF95WWG0LYTX421IOQASADRFS5,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,singular,indefinite,lamp,A lamp  or a torch are the most common light sources for dungeoneering.,3195,1,3576,46,target
CL0X25KZ6N398KUIQRYIQDTZG3C110,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,singular,definite,television,The television turned on by itself.,3400,2,2766,45,target
A9A0EB972ABKZ8X3DGWTIM4FCHZY58,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,singular,indefinite,toilet,A toilet should be cleaned regularly.,279,1,2088,44,target
NUT9VKHIMUC76PLS70NZJFIPKZA2Y4,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,plural,definite,cat,The cats meowed.,1832,2,13424,43,target
A5RHP6BGWXT0Q6G82DYXQYTMA724CT,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,singular,definite,gorilla,The gorilla is an amazing jungle animal.,3222,1,6160,42,target
039IXEA0KCC5C0ILD064Y0UJZ946P5,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,singular,indefinite,zipper,A zipper can often get stuck. ,4292,1,3264,41,target
X83FMC2AXMWY71QZ5J0HHB9FRS9I7K,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,plural,indefinite,shirt,Shirts need to be ironed.,2276,1,3088,40,target
W9HJ1T8M18LOUDDBTVWR04F99J56PD,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,plural,indefinite,elephant,Elephants like to trumpet when they are happy.,3598,1,3248,49,target
OZ9V3ROX6HGNCWJOOREGDEYKV33RNR,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,singular,definite,bed,The bed is comfortable,3673,2,1671,48,target
BQ01ABTNL1OR8FE6Y28D0HIJ7RNYE8,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,singular,indefinite,pigeon,A pigeon STOOD ON THE ROOF. ,3118,2,1672,58,target
KT6222HFSEWNR58BNMQY2AN3QEJ8DI,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,singular,definite,guitar,The guitar was out of tune.,2710,2,1688,59,target
KGRO28P1JEBMZBN0WL7MUXQEV6UECH,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,singular,definite,couch,The couch was full of laundry.,2098,2,2553,50,target
79TT0LW2DD7E4VA51YJ215N7BW0RBK,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,singular,indefinite,cat,A cat lays in the sun and sleeps all day.,63,1,19600,51,target
XE9304DY0S5PC18UP89HJBWMSSXEWL,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,singular,definite,towel,The towel needs to be washed,1089,2,2279,52,target
DA79XZ75ZNKRELHNVB1H71SA4Y14QE,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,plural,indefinite,piano,Pianos need to be tuned every so often.,3218,1,3216,53,target
WZYH5TO2OPQJ6GNCQNM279E4XMIA3C,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,animate,plural,indefinite,cheetah,Cheetahs are dangerous animals.,1915,1,1216,54,target
9A0OOWBRR9F9S0WFWC6JWO0ZQVU0Q1,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,singular,definite,computer,The computer just stopped working.,2297,2,2760,55,target
IBXZLVL9FTB81WGJOWZVG4SAVZD6WE,Sat Apr 25 14:34:07 PDT 2015,"""English""",1,inanimate,singular,definite,piano,The piano needed tuning,336,2,6096,56,target
